_source_file,JoinField,JoinField_alt,Ward/Township,Precinct,La Shawn K. Ford,Jazmin J. Robinson,Melissa Conyears-Ervin,Jason Friedman,Rory Hoskins,Reed Showalter,Anabel Mendoza,"Anthony Driver, Jr.",Richard R. Boykin,Felix Tello,Kina Collins,David Ehrlich,Thomas Fisher,Total Voters,Kevin Ryan,Robin Kelly,Juliana Stratton,Raja Krishnamoorthi,Steve Botsford Jr.,Bryan Maxwell,Jonathan Dean,Sean Brown,Awisi A. Bustos,Christopher Swann
Congressional\Illinois_7th_Congressional_DEM.csv,,COOK:Suburban Cook County,,,8128,706,4716,2185,1460,2034,1690,3382,1542,94,5003,195,2831,33966,,,,,,,,,,
Statewide\Senate_DEM.csv,DUPAGE:TOTAL:,DUPAGE:TOTAL:,TOTAL:,,,,,,,,,,,,,,,109246,5362,14710,40650,45211,343,776,510,609,602,466
