JoinField,KARINA VILLA,STEPHANIE A. KIFOWIT,HOLLY KIM,MARGARET CROKE,Total Voters
DUPAGE:LISLE 043,34,13,42,48,137
DUPAGE:LISLE 044,46,21,54,52,173
DUPAGE:LISLE 045,39,27,59,74,199
DUPAGE:LISLE 046,32,7,23,17,79
DUPAGE:LISLE 047,28,25,75,67,195
DUPAGE:LISLE 048,30,24,50,53,157
DUPAGE:LISLE 049,39,24,65,38,166
DUPAGE:LISLE 050,44,10,73,35,162
DUPAGE:LISLE 051,42,18,34,45,139
DUPAGE:LISLE 052,53,14,66,55,188
DUPAGE:LISLE 053,69,20,56,48,193
DUPAGE:LISLE 054,25,22,104,65,216
DUPAGE:LISLE 055,56,28,86,67,237
DUPAGE:LISLE 056,42,10,43,43,138
DUPAGE:LISLE 057,56,23,109,63,251
DUPAGE:LISLE 058,57,16,30,45,148
DUPAGE:LISLE 059,46,11,102,50,209
DUPAGE:LISLE 060,51,21,22,33,127
DUPAGE:LISLE 061,16,15,51,46,128
DUPAGE:LISLE 062,46,12,66,49,173
DUPAGE:LISLE 063,47,43,100,75,265
DUPAGE:LISLE 064,60,17,72,56,205
DUPAGE:LISLE 065,43,22,60,65,190
DUPAGE:LISLE 066,27,12,62,29,130
DUPAGE:LISLE 067,53,16,48,36,153
DUPAGE:LISLE 068,63,17,41,49,170
DUPAGE:LISLE 069,43,18,38,48,147
DUPAGE:LISLE 070,54,13,34,39,140
DUPAGE:LISLE 071,58,18,85,58,219
DUPAGE:LISLE 072,52,27,51,59,189
DUPAGE:LISLE 073,46,17,87,73,223
DUPAGE:LISLE 074,34,18,56,61,169
DUPAGE:LISLE 075,51,15,67,57,190
DUPAGE:LISLE 076,54,16,39,59,168
DUPAGE:LISLE 077,68,19,52,70,209
DUPAGE:MILTON 001,28,11,32,25,96
DUPAGE:MILTON 002,53,16,51,57,177
DUPAGE:MILTON 003,30,17,22,21,90
DUPAGE:MILTON 004,85,31,39,53,208
DUPAGE:MILTON 005,73,10,26,31,140
DUPAGE:MILTON 006,116,15,33,32,196
DUPAGE:MILTON 007,64,24,56,51,195
DUPAGE:MILTON 008,39,6,35,29,109
DUPAGE:MILTON 009,79,32,56,54,221
DUPAGE:MILTON 010,105,16,25,21,167
DUPAGE:MILTON 011,75,5,27,25,132
