date,days_relative,vote_method,gender,age_bracket,count
2026-03-17,0,early_vote_center,O,25-34,40
2026-03-17,0,early_vote_center,O,35-44,6
2026-03-17,0,early_vote_center,O,45-54,2
2026-03-17,0,early_vote_center,O,55-64,3
2026-03-17,0,early_vote_center,O,65-74,1
2026-03-17,0,early_vote_center,O,75+,1
2026-03-17,0,grace_period,F,18-24,322
2026-03-17,0,grace_period,F,25-34,365
2026-03-17,0,grace_period,F,35-44,92
2026-03-17,0,grace_period,F,45-54,38
2026-03-17,0,grace_period,F,55-64,49
2026-03-17,0,grace_period,F,65-74,29
2026-03-17,0,grace_period,F,75+,8
2026-03-17,0,grace_period,F,unknown,9
2026-03-17,0,grace_period,M,18-24,187
2026-03-17,0,grace_period,M,25-34,289
2026-03-17,0,grace_period,M,35-44,73
2026-03-17,0,grace_period,M,45-54,29
2026-03-17,0,grace_period,M,55-64,29
2026-03-17,0,grace_period,M,65-74,22
2026-03-17,0,grace_period,M,75+,13
2026-03-17,0,grace_period,M,unknown,7
2026-03-17,0,grace_period,O,18-24,8
2026-03-17,0,grace_period,O,25-34,11
2026-03-17,0,grace_period,O,35-44,3
2026-03-17,0,grace_period,O,55-64,1
2026-03-17,0,grace_period,O,unknown,1
2026-03-17,0,in_precinct,F,18-24,6089
2026-03-17,0,in_precinct,F,25-34,20804
2026-03-17,0,in_precinct,F,35-44,16955
2026-03-17,0,in_precinct,F,45-54,16018
2026-03-17,0,in_precinct,F,55-64,17181
2026-03-17,0,in_precinct,F,65-74,15916
2026-03-17,0,in_precinct,F,75+,10498
2026-03-17,0,in_precinct,F,unknown,188
2026-03-17,0,in_precinct,M,18-24,4070
2026-03-17,0,in_precinct,M,25-34,15515
2026-03-17,0,in_precinct,M,35-44,13971
2026-03-17,0,in_precinct,M,45-54,12180
2026-03-17,0,in_precinct,M,55-64,14593
2026-03-17,0,in_precinct,M,65-74,13037
2026-03-17,0,in_precinct,M,75+,7501
2026-03-17,0,in_precinct,M,unknown,143
2026-03-17,0,in_precinct,O,18-24,134
2026-03-17,0,in_precinct,O,25-34,483
2026-03-17,0,in_precinct,O,35-44,110
2026-03-17,0,in_precinct,O,45-54,24
2026-03-17,0,in_precinct,O,55-64,26
2026-03-17,0,in_precinct,O,65-74,19
2026-03-17,0,in_precinct,O,75+,7
2026-03-17,0,in_precinct,O,unknown,1
2026-03-17,0,mail,F,65-74,2
2026-03-17,0,mail,F,75+,2
2026-03-17,0,mail,M,18-24,1
2026-03-17,0,mail,M,75+,1
2026-03-17,0,mail,O,65-74,1
2026-03-17,0,provisional,F,18-24,10
2026-03-17,0,provisional,F,25-34,74
2026-03-17,0,provisional,F,35-44,96
2026-03-17,0,provisional,F,45-54,66
2026-03-17,0,provisional,F,55-64,43
2026-03-17,0,provisional,F,65-74,50
2026-03-17,0,provisional,F,75+,48
2026-03-17,0,provisional,M,18-24,12
2026-03-17,0,provisional,M,25-34,60
2026-03-17,0,provisional,M,35-44,85
2026-03-17,0,provisional,M,45-54,50
2026-03-17,0,provisional,M,55-64,44
2026-03-17,0,provisional,M,65-74,36
2026-03-17,0,provisional,M,75+,27
2026-03-17,0,provisional,O,35-44,2
2026-03-18,1,mail,F,25-34,3
2026-03-18,1,mail,F,35-44,3
2026-03-18,1,mail,F,45-54,1
2026-03-18,1,mail,F,55-64,1
2026-03-18,1,mail,F,65-74,1
2026-03-18,1,mail,M,25-34,1
2026-03-18,1,mail,M,35-44,2
2026-03-18,1,mail,M,45-54,1
2026-03-18,1,mail,M,55-64,5
2026-03-18,1,mail,O,35-44,1
2026-03-18,1,mail,O,75+,1
2026-03-19,2,mail,F,18-24,183
2026-03-19,2,mail,F,25-34,1323
2026-03-19,2,mail,F,35-44,1552
2026-03-19,2,mail,F,45-54,843
2026-03-19,2,mail,F,55-64,716
2026-03-19,2,mail,F,65-74,758
2026-03-19,2,mail,F,75+,774
2026-03-19,2,mail,M,18-24,138
2026-03-19,2,mail,M,25-34,844
2026-03-19,2,mail,M,35-44,1236
2026-03-19,2,mail,M,45-54,651
2026-03-19,2,mail,M,55-64,560
2026-03-19,2,mail,M,65-74,492
2026-03-19,2,mail,M,75+,367
2026-03-19,2,mail,O,18-24,1
2026-03-19,2,mail,O,25-34,14
2026-03-19,2,mail,O,35-44,6
2026-03-19,2,mail,O,45-54,1
2026-03-19,2,mail,O,65-74,3
2026-03-19,2,nursing_home,F,25-34,3
2026-03-19,2,nursing_home,F,35-44,16
2026-03-19,2,nursing_home,F,45-54,13
2026-03-19,2,nursing_home,F,55-64,50
2026-03-19,2,nursing_home,F,65-74,65
2026-03-19,2,nursing_home,F,75+,99
2026-03-19,2,nursing_home,M,25-34,3
2026-03-19,2,nursing_home,M,35-44,15
2026-03-19,2,nursing_home,M,45-54,21
2026-03-19,2,nursing_home,M,55-64,84
2026-03-19,2,nursing_home,M,65-74,111
2026-03-19,2,nursing_home,M,75+,66
2026-03-20,3,mail,F,18-24,245
2026-03-20,3,mail,F,25-34,2189
2026-03-20,3,mail,F,35-44,2360
2026-03-20,3,mail,F,45-54,1136
2026-03-20,3,mail,F,55-64,813
2026-03-20,3,mail,F,65-74,597
2026-03-20,3,mail,F,75+,556
2026-03-20,3,mail,F,unknown,2
2026-03-20,3,mail,M,18-24,133
2026-03-20,3,mail,M,25-34,1278
2026-03-20,3,mail,M,35-44,1888
2026-03-20,3,mail,M,45-54,805
2026-03-20,3,mail,M,55-64,520
2026-03-20,3,mail,M,65-74,339
2026-03-20,3,mail,M,75+,258
2026-03-20,3,mail,M,unknown,1
2026-03-20,3,mail,O,18-24,2
2026-03-20,3,mail,O,25-34,24
2026-03-20,3,mail,O,35-44,8
2026-03-20,3,mail,O,45-54,2
2026-03-20,3,mail,O,55-64,1
2026-03-21,4,mail,F,18-24,47
2026-03-21,4,mail,F,25-34,222
2026-03-21,4,mail,F,35-44,191
2026-03-21,4,mail,F,45-54,126
2026-03-21,4,mail,F,55-64,111
2026-03-21,4,mail,F,65-74,108
2026-03-21,4,mail,F,75+,137
2026-03-21,4,mail,M,18-24,27
2026-03-21,4,mail,M,25-34,113
2026-03-21,4,mail,M,35-44,172
2026-03-21,4,mail,M,45-54,121
2026-03-21,4,mail,M,55-64,86
2026-03-21,4,mail,M,65-74,82
2026-03-21,4,mail,M,75+,71
2026-03-21,4,mail,O,25-34,1
2026-03-21,4,mail,O,35-44,1
2026-03-21,4,mail,O,55-64,1
2026-03-21,4,mail,O,65-74,1
2026-03-22,5,mail,F,18-24,5
2026-03-22,5,mail,F,25-34,19
2026-03-22,5,mail,F,35-44,19
2026-03-22,5,mail,F,45-54,4
2026-03-22,5,mail,F,55-64,4
2026-03-22,5,mail,F,65-74,5
2026-03-22,5,mail,F,75+,7
2026-03-22,5,mail,M,18-24,1
2026-03-22,5,mail,M,25-34,7
2026-03-22,5,mail,M,35-44,10
2026-03-22,5,mail,M,45-54,6
2026-03-22,5,mail,M,55-64,3
2026-03-22,5,mail,M,65-74,4
2026-03-22,5,mail,M,75+,4
2026-03-23,6,mail,F,18-24,2
2026-03-23,6,mail,F,25-34,2
2026-03-23,6,mail,F,35-44,2
2026-03-23,6,mail,F,65-74,2
2026-03-23,6,mail,F,75+,2
2026-03-23,6,mail,M,25-34,1
2026-03-23,6,mail,O,25-34,1
2026-03-23,6,mail,O,55-64,1
2026-03-24,7,mail,F,18-24,5
2026-03-24,7,mail,F,25-34,32
2026-03-24,7,mail,F,35-44,45
2026-03-24,7,mail,F,45-54,25
2026-03-24,7,mail,F,55-64,20
2026-03-24,7,mail,F,65-74,22
2026-03-24,7,mail,F,75+,29
2026-03-24,7,mail,M,18-24,6
2026-03-24,7,mail,M,25-34,13
2026-03-24,7,mail,M,35-44,34
2026-03-24,7,mail,M,45-54,24
2026-03-24,7,mail,M,55-64,20
2026-03-24,7,mail,M,65-74,22
2026-03-24,7,mail,M,75+,26
2026-03-24,7,mail,O,18-24,1
2026-03-24,7,mail,O,25-34,1
2026-03-24,7,mail,O,35-44,1
2026-03-24,7,mail,O,45-54,1
2026-03-25,8,mail,F,18-24,2
2026-03-25,8,mail,F,25-34,4
2026-03-25,8,mail,F,35-44,2
2026-03-25,8,mail,F,55-64,2
2026-03-25,8,mail,F,65-74,1
2026-03-25,8,mail,M,18-24,1
2026-03-25,8,mail,M,65-74,1
2026-03-26,9,mail,F,18-24,1
2026-03-26,9,mail,F,25-34,3
2026-03-26,9,mail,F,45-54,5
2026-03-26,9,mail,F,55-64,3
2026-03-26,9,mail,F,65-74,2
2026-03-26,9,mail,M,25-34,5
2026-03-26,9,mail,M,35-44,1
2026-03-26,9,mail,M,45-54,4
2026-03-26,9,mail,M,55-64,1
2026-03-26,9,mail,M,65-74,1
2026-03-26,9,mail,M,75+,3
2026-03-26,9,mail,O,75+,1
2026-03-27,10,mail,F,25-34,1
2026-03-27,10,mail,F,35-44,1
2026-03-27,10,mail,F,45-54,1
2026-03-27,10,mail,F,65-74,1
2026-03-27,10,mail,F,75+,1
2026-03-27,10,mail,M,25-34,1
2026-03-27,10,mail,M,35-44,1
2026-03-27,10,mail,M,55-64,1
2026-03-27,10,mail,M,75+,2
2026-03-30,13,mail,F,25-34,3
2026-03-30,13,mail,F,35-44,2
2026-03-30,13,mail,F,45-54,1
2026-03-30,13,mail,F,55-64,2
2026-03-30,13,mail,M,35-44,1
2026-03-30,13,mail,M,55-64,2
2026-03-30,13,mail,O,55-64,1
2026-03-31,14,mail,F,25-34,7
2026-03-31,14,mail,F,35-44,3
2026-03-31,14,mail,F,45-54,1
2026-03-31,14,mail,F,55-64,5
2026-03-31,14,mail,F,65-74,1
2026-03-31,14,mail,F,75+,4
2026-03-31,14,mail,M,18-24,2
2026-03-31,14,mail,M,25-34,4
2026-03-31,14,mail,M,35-44,5
2026-03-31,14,mail,M,45-54,1
2026-03-31,14,mail,M,55-64,6
2026-03-31,14,mail,M,65-74,2
2026-03-31,14,mail,M,75+,4
