UNIQUE_ID,JurisName,COUNTYFP,CountyName,PrecinctName,Registration,NAME20,ContestName,Write-In,Beverly Miles,Jb Pritzker
CITY OF CHICAGO-:-Ward 04 Precinct 07,CITY OF CHICAGO,31,COOK,Ward 04 Precinct 07,959,CITY OF CHICAGO:Ward 04 Precinct 07,GOVERNOR AND LIEUTENANT GOVERNOR,0,13,259
CITY OF CHICAGO-:-Ward 07 Precinct 40,CITY OF CHICAGO,31,COOK,Ward 07 Precinct 40,570,CITY OF CHICAGO:Ward 07 Precinct 40,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,117
CITY OF CHICAGO-:-Ward 11 Precinct 36,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 36,440,CITY OF CHICAGO:Ward 11 Precinct 36,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,42
CITY OF CHICAGO-:-Ward 19 Precinct 04,CITY OF CHICAGO,31,COOK,Ward 19 Precinct 04,753,CITY OF CHICAGO:Ward 19 Precinct 04,GOVERNOR AND LIEUTENANT GOVERNOR,2,42,86
CITY OF CHICAGO-:-Ward 22 Precinct 24,CITY OF CHICAGO,31,COOK,Ward 22 Precinct 24,987,CITY OF CHICAGO:Ward 22 Precinct 24,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,103
CITY OF CHICAGO-:-Ward 28 Precinct 40,CITY OF CHICAGO,31,COOK,Ward 28 Precinct 40,819,CITY OF CHICAGO:Ward 28 Precinct 40,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,101
CITY OF CHICAGO-:-Ward 31 Precinct 12,CITY OF CHICAGO,31,COOK,Ward 31 Precinct 12,520,CITY OF CHICAGO:Ward 31 Precinct 12,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,70
CITY OF CHICAGO-:-Ward 33 Precinct 04,CITY OF CHICAGO,31,COOK,Ward 33 Precinct 04,1127,CITY OF CHICAGO:Ward 33 Precinct 04,GOVERNOR AND LIEUTENANT GOVERNOR,2,17,244
CITY OF CHICAGO-:-Ward 35 Precinct 15,CITY OF CHICAGO,31,COOK,Ward 35 Precinct 15,990,CITY OF CHICAGO:Ward 35 Precinct 15,GOVERNOR AND LIEUTENANT GOVERNOR,2,6,212
CITY OF CHICAGO-:-Ward 37 Precinct 40,CITY OF CHICAGO,31,COOK,Ward 37 Precinct 40,690,CITY OF CHICAGO:Ward 37 Precinct 40,GOVERNOR AND LIEUTENANT GOVERNOR,1,3,110
CITY OF CHICAGO-:-Ward 08 Precinct 03,CITY OF CHICAGO,31,COOK,Ward 08 Precinct 03,629,CITY OF CHICAGO:Ward 08 Precinct 03,GOVERNOR AND LIEUTENANT GOVERNOR,1,6,233
CITY OF CHICAGO-:-Ward 19 Precinct 01,CITY OF CHICAGO,31,COOK,Ward 19 Precinct 01,568,CITY OF CHICAGO:Ward 19 Precinct 01,GOVERNOR AND LIEUTENANT GOVERNOR,1,22,100
CITY OF CHICAGO-:-Ward 29 Precinct 03,CITY OF CHICAGO,31,COOK,Ward 29 Precinct 03,832,CITY OF CHICAGO:Ward 29 Precinct 03,GOVERNOR AND LIEUTENANT GOVERNOR,1,14,110
CITY OF CHICAGO-:-Ward 33 Precinct 13,CITY OF CHICAGO,31,COOK,Ward 33 Precinct 13,876,CITY OF CHICAGO:Ward 33 Precinct 13,GOVERNOR AND LIEUTENANT GOVERNOR,2,12,173
CITY OF CHICAGO-:-Ward 25 Precinct 08,CITY OF CHICAGO,31,COOK,Ward 25 Precinct 08,854,CITY OF CHICAGO:Ward 25 Precinct 08,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,140
CITY OF CHICAGO-:-Ward 20 Precinct 35,CITY OF CHICAGO,31,COOK,Ward 20 Precinct 35,722,CITY OF CHICAGO:Ward 20 Precinct 35,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,34
CITY OF CHICAGO-:-Ward 20 Precinct 36,CITY OF CHICAGO,31,COOK,Ward 20 Precinct 36,270,CITY OF CHICAGO:Ward 20 Precinct 36,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,38
CITY OF CHICAGO-:-Ward 23 Precinct 09,CITY OF CHICAGO,31,COOK,Ward 23 Precinct 09,669,CITY OF CHICAGO:Ward 23 Precinct 09,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,36
CITY OF CHICAGO-:-Ward 44 Precinct 03,CITY OF CHICAGO,31,COOK,Ward 44 Precinct 03,469,CITY OF CHICAGO:Ward 44 Precinct 03,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,183
CITY OF CHICAGO-:-Ward 09 Precinct 30,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 30,593,CITY OF CHICAGO:Ward 09 Precinct 30,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,83
CITY OF CHICAGO-:-Ward 14 Precinct 19,CITY OF CHICAGO,31,COOK,Ward 14 Precinct 19,776,CITY OF CHICAGO:Ward 14 Precinct 19,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,62
CITY OF CHICAGO-:-Ward 33 Precinct 02,CITY OF CHICAGO,31,COOK,Ward 33 Precinct 02,1221,CITY OF CHICAGO:Ward 33 Precinct 02,GOVERNOR AND LIEUTENANT GOVERNOR,3,14,261
CITY OF CHICAGO-:-Ward 33 Precinct 03,CITY OF CHICAGO,31,COOK,Ward 33 Precinct 03,1076,CITY OF CHICAGO:Ward 33 Precinct 03,GOVERNOR AND LIEUTENANT GOVERNOR,1,15,279
CITY OF CHICAGO-:-Ward 35 Precinct 14,CITY OF CHICAGO,31,COOK,Ward 35 Precinct 14,753,CITY OF CHICAGO:Ward 35 Precinct 14,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,100
CITY OF CHICAGO-:-Ward 28 Precinct 38,CITY OF CHICAGO,31,COOK,Ward 28 Precinct 38,359,CITY OF CHICAGO:Ward 28 Precinct 38,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,31
CITY OF CHICAGO-:-Ward 28 Precinct 39,CITY OF CHICAGO,31,COOK,Ward 28 Precinct 39,543,CITY OF CHICAGO:Ward 28 Precinct 39,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,51
CITY OF CHICAGO-:-Ward 39 Precinct 35,CITY OF CHICAGO,31,COOK,Ward 39 Precinct 35,792,CITY OF CHICAGO:Ward 39 Precinct 35,GOVERNOR AND LIEUTENANT GOVERNOR,1,14,173
CITY OF CHICAGO-:-Ward 43 Precinct 26,CITY OF CHICAGO,31,COOK,Ward 43 Precinct 26,517,CITY OF CHICAGO:Ward 43 Precinct 26,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,162
CITY OF CHICAGO-:-Ward 45 Precinct 33,CITY OF CHICAGO,31,COOK,Ward 45 Precinct 33,546,CITY OF CHICAGO:Ward 45 Precinct 33,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,131
CITY OF CHICAGO-:-Ward 47 Precinct 35,CITY OF CHICAGO,31,COOK,Ward 47 Precinct 35,805,CITY OF CHICAGO:Ward 47 Precinct 35,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,159
CITY OF CHICAGO-:-Ward 04 Precinct 06,CITY OF CHICAGO,31,COOK,Ward 04 Precinct 06,898,CITY OF CHICAGO:Ward 04 Precinct 06,GOVERNOR AND LIEUTENANT GOVERNOR,0,15,321
CITY OF CHICAGO-:-Ward 17 Precinct 02,CITY OF CHICAGO,31,COOK,Ward 17 Precinct 02,697,CITY OF CHICAGO:Ward 17 Precinct 02,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,96
CITY OF CHICAGO-:-Ward 27 Precinct 05,CITY OF CHICAGO,31,COOK,Ward 27 Precinct 05,718,CITY OF CHICAGO:Ward 27 Precinct 05,GOVERNOR AND LIEUTENANT GOVERNOR,1,7,70
CITY OF CHICAGO-:-Ward 22 Precinct 11,CITY OF CHICAGO,31,COOK,Ward 22 Precinct 11,807,CITY OF CHICAGO:Ward 22 Precinct 11,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,43
CITY OF CHICAGO-:-Ward 22 Precinct 23,CITY OF CHICAGO,31,COOK,Ward 22 Precinct 23,787,CITY OF CHICAGO:Ward 22 Precinct 23,GOVERNOR AND LIEUTENANT GOVERNOR,1,11,141
CITY OF CHICAGO-:-Ward 16 Precinct 28,CITY OF CHICAGO,31,COOK,Ward 16 Precinct 28,551,CITY OF CHICAGO:Ward 16 Precinct 28,GOVERNOR AND LIEUTENANT GOVERNOR,1,9,79
CITY OF CHICAGO-:-Ward 50 Precinct 06,CITY OF CHICAGO,31,COOK,Ward 50 Precinct 06,785,CITY OF CHICAGO:Ward 50 Precinct 06,GOVERNOR AND LIEUTENANT GOVERNOR,2,12,171
CITY OF CHICAGO-:-Ward 50 Precinct 07,CITY OF CHICAGO,31,COOK,Ward 50 Precinct 07,721,CITY OF CHICAGO:Ward 50 Precinct 07,GOVERNOR AND LIEUTENANT GOVERNOR,1,9,228
CITY OF CHICAGO-:-Ward 49 Precinct 28,CITY OF CHICAGO,31,COOK,Ward 49 Precinct 28,1050,CITY OF CHICAGO:Ward 49 Precinct 28,GOVERNOR AND LIEUTENANT GOVERNOR,1,15,286
CITY OF CHICAGO-:-Ward 41 Precinct 38,CITY OF CHICAGO,31,COOK,Ward 41 Precinct 38,807,CITY OF CHICAGO:Ward 41 Precinct 38,GOVERNOR AND LIEUTENANT GOVERNOR,0,22,107
CITY OF CHICAGO-:-Ward 45 Precinct 43,CITY OF CHICAGO,31,COOK,Ward 45 Precinct 43,807,CITY OF CHICAGO:Ward 45 Precinct 43,GOVERNOR AND LIEUTENANT GOVERNOR,2,17,117
CITY OF CHICAGO-:-Ward 19 Precinct 30,CITY OF CHICAGO,31,COOK,Ward 19 Precinct 30,665,CITY OF CHICAGO:Ward 19 Precinct 30,GOVERNOR AND LIEUTENANT GOVERNOR,2,18,73
CITY OF CHICAGO-:-Ward 21 Precinct 16,CITY OF CHICAGO,31,COOK,Ward 21 Precinct 16,608,CITY OF CHICAGO:Ward 21 Precinct 16,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,105
CITY OF CHICAGO-:-Ward 27 Precinct 40,CITY OF CHICAGO,31,COOK,Ward 27 Precinct 40,963,CITY OF CHICAGO:Ward 27 Precinct 40,GOVERNOR AND LIEUTENANT GOVERNOR,0,13,118
CITY OF CHICAGO-:-Ward 01 Precinct 08,CITY OF CHICAGO,31,COOK,Ward 01 Precinct 08,794,CITY OF CHICAGO:Ward 01 Precinct 08,GOVERNOR AND LIEUTENANT GOVERNOR,1,8,162
CITY OF CHICAGO-:-Ward 02 Precinct 39,CITY OF CHICAGO,31,COOK,Ward 02 Precinct 39,589,CITY OF CHICAGO:Ward 02 Precinct 39,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,75
CITY OF CHICAGO-:-Ward 04 Precinct 31,CITY OF CHICAGO,31,COOK,Ward 04 Precinct 31,611,CITY OF CHICAGO:Ward 04 Precinct 31,GOVERNOR AND LIEUTENANT GOVERNOR,2,9,317
CITY OF CHICAGO-:-Ward 06 Precinct 27,CITY OF CHICAGO,31,COOK,Ward 06 Precinct 27,524,CITY OF CHICAGO:Ward 06 Precinct 27,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,63
CITY OF CHICAGO-:-Ward 06 Precinct 37,CITY OF CHICAGO,31,COOK,Ward 06 Precinct 37,618,CITY OF CHICAGO:Ward 06 Precinct 37,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,213
CITY OF CHICAGO-:-Ward 10 Precinct 07,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 07,661,CITY OF CHICAGO:Ward 10 Precinct 07,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,45
CITY OF CHICAGO-:-Ward 12 Precinct 22,CITY OF CHICAGO,31,COOK,Ward 12 Precinct 22,891,CITY OF CHICAGO:Ward 12 Precinct 22,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,64
CITY OF CHICAGO-:-Ward 15 Precinct 07,CITY OF CHICAGO,31,COOK,Ward 15 Precinct 07,535,CITY OF CHICAGO:Ward 15 Precinct 07,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,42
CITY OF CHICAGO-:-Ward 17 Precinct 30,CITY OF CHICAGO,31,COOK,Ward 17 Precinct 30,712,CITY OF CHICAGO:Ward 17 Precinct 30,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,43
CITY OF CHICAGO-:-Ward 46 Precinct 26,CITY OF CHICAGO,31,COOK,Ward 46 Precinct 26,1090,CITY OF CHICAGO:Ward 46 Precinct 26,GOVERNOR AND LIEUTENANT GOVERNOR,0,17,253
CITY OF CHICAGO-:-Ward 13 Precinct 48,CITY OF CHICAGO,31,COOK,Ward 13 Precinct 48,491,CITY OF CHICAGO:Ward 13 Precinct 48,GOVERNOR AND LIEUTENANT GOVERNOR,4,17,65
CITY OF CHICAGO-:-Ward 43 Precinct 21,CITY OF CHICAGO,31,COOK,Ward 43 Precinct 21,901,CITY OF CHICAGO:Ward 43 Precinct 21,GOVERNOR AND LIEUTENANT GOVERNOR,1,10,152
CITY OF CHICAGO-:-Ward 39 Precinct 30,CITY OF CHICAGO,31,COOK,Ward 39 Precinct 30,892,CITY OF CHICAGO:Ward 39 Precinct 30,GOVERNOR AND LIEUTENANT GOVERNOR,0,14,180
CITY OF CHICAGO-:-Ward 49 Precinct 22,CITY OF CHICAGO,31,COOK,Ward 49 Precinct 22,929,CITY OF CHICAGO:Ward 49 Precinct 22,GOVERNOR AND LIEUTENANT GOVERNOR,0,15,203
CITY OF CHICAGO-:-Ward 07 Precinct 32,CITY OF CHICAGO,31,COOK,Ward 07 Precinct 32,715,CITY OF CHICAGO:Ward 07 Precinct 32,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,236
CITY OF CHICAGO-:-Ward 15 Precinct 10,CITY OF CHICAGO,31,COOK,Ward 15 Precinct 10,1129,CITY OF CHICAGO:Ward 15 Precinct 10,GOVERNOR AND LIEUTENANT GOVERNOR,1,22,92
CITY OF CHICAGO-:-Ward 36 Precinct 04,CITY OF CHICAGO,31,COOK,Ward 36 Precinct 04,968,CITY OF CHICAGO:Ward 36 Precinct 04,GOVERNOR AND LIEUTENANT GOVERNOR,1,5,70
CITY OF CHICAGO-:-Ward 38 Precinct 21,CITY OF CHICAGO,31,COOK,Ward 38 Precinct 21,777,CITY OF CHICAGO:Ward 38 Precinct 21,GOVERNOR AND LIEUTENANT GOVERNOR,0,14,121
CITY OF CHICAGO-:-Ward 42 Precinct 14,CITY OF CHICAGO,31,COOK,Ward 42 Precinct 14,1092,CITY OF CHICAGO:Ward 42 Precinct 14,GOVERNOR AND LIEUTENANT GOVERNOR,0,18,157
CITY OF CHICAGO-:-Ward 06 Precinct 30,CITY OF CHICAGO,31,COOK,Ward 06 Precinct 30,665,CITY OF CHICAGO:Ward 06 Precinct 30,GOVERNOR AND LIEUTENANT GOVERNOR,5,6,82
CITY OF CHICAGO-:-Ward 06 Precinct 31,CITY OF CHICAGO,31,COOK,Ward 06 Precinct 31,640,CITY OF CHICAGO:Ward 06 Precinct 31,GOVERNOR AND LIEUTENANT GOVERNOR,1,10,179
CITY OF CHICAGO-:-Ward 08 Precinct 26,CITY OF CHICAGO,31,COOK,Ward 08 Precinct 26,604,CITY OF CHICAGO:Ward 08 Precinct 26,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,93
CITY OF CHICAGO-:-Ward 08 Precinct 27,CITY OF CHICAGO,31,COOK,Ward 08 Precinct 27,753,CITY OF CHICAGO:Ward 08 Precinct 27,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,237
CITY OF CHICAGO-:-Ward 09 Precinct 51,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 51,572,CITY OF CHICAGO:Ward 09 Precinct 51,GOVERNOR AND LIEUTENANT GOVERNOR,1,12,161
CITY OF CHICAGO-:-Ward 10 Precinct 13,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 13,826,CITY OF CHICAGO:Ward 10 Precinct 13,GOVERNOR AND LIEUTENANT GOVERNOR,1,7,84
CITY OF CHICAGO-:-Ward 17 Precinct 33,CITY OF CHICAGO,31,COOK,Ward 17 Precinct 33,526,CITY OF CHICAGO:Ward 17 Precinct 33,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,43
CITY OF CHICAGO-:-Ward 26 Precinct 06,CITY OF CHICAGO,31,COOK,Ward 26 Precinct 06,708,CITY OF CHICAGO:Ward 26 Precinct 06,GOVERNOR AND LIEUTENANT GOVERNOR,1,7,72
CITY OF CHICAGO-:-Ward 27 Precinct 34,CITY OF CHICAGO,31,COOK,Ward 27 Precinct 34,547,CITY OF CHICAGO:Ward 27 Precinct 34,GOVERNOR AND LIEUTENANT GOVERNOR,1,4,62
CITY OF CHICAGO-:-Ward 48 Precinct 22,CITY OF CHICAGO,31,COOK,Ward 48 Precinct 22,549,CITY OF CHICAGO:Ward 48 Precinct 22,GOVERNOR AND LIEUTENANT GOVERNOR,1,10,231
CITY OF CHICAGO-:-Ward 38 Precinct 30,CITY OF CHICAGO,31,COOK,Ward 38 Precinct 30,926,CITY OF CHICAGO:Ward 38 Precinct 30,GOVERNOR AND LIEUTENANT GOVERNOR,3,17,88
CITY OF CHICAGO-:-Ward 19 Precinct 24,CITY OF CHICAGO,31,COOK,Ward 19 Precinct 24,474,CITY OF CHICAGO:Ward 19 Precinct 24,GOVERNOR AND LIEUTENANT GOVERNOR,3,21,57
CITY OF CHICAGO-:-Ward 21 Precinct 19,CITY OF CHICAGO,31,COOK,Ward 21 Precinct 19,718,CITY OF CHICAGO:Ward 21 Precinct 19,GOVERNOR AND LIEUTENANT GOVERNOR,0,15,146
CITY OF CHICAGO-:-Ward 46 Precinct 13,CITY OF CHICAGO,31,COOK,Ward 46 Precinct 13,798,CITY OF CHICAGO:Ward 46 Precinct 13,GOVERNOR AND LIEUTENANT GOVERNOR,0,15,227
CITY OF CHICAGO-:-Ward 47 Precinct 25,CITY OF CHICAGO,31,COOK,Ward 47 Precinct 25,922,CITY OF CHICAGO:Ward 47 Precinct 25,GOVERNOR AND LIEUTENANT GOVERNOR,1,14,274
CITY OF CHICAGO-:-Ward 47 Precinct 26,CITY OF CHICAGO,31,COOK,Ward 47 Precinct 26,962,CITY OF CHICAGO:Ward 47 Precinct 26,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,317
CITY OF CHICAGO-:-Ward 48 Precinct 07,CITY OF CHICAGO,31,COOK,Ward 48 Precinct 07,772,CITY OF CHICAGO:Ward 48 Precinct 07,GOVERNOR AND LIEUTENANT GOVERNOR,1,12,281
CITY OF CHICAGO-:-Ward 49 Precinct 16,CITY OF CHICAGO,31,COOK,Ward 49 Precinct 16,780,CITY OF CHICAGO:Ward 49 Precinct 16,GOVERNOR AND LIEUTENANT GOVERNOR,0,16,198
CITY OF CHICAGO-:-Ward 49 Precinct 29,CITY OF CHICAGO,31,COOK,Ward 49 Precinct 29,882,CITY OF CHICAGO:Ward 49 Precinct 29,GOVERNOR AND LIEUTENANT GOVERNOR,1,11,239
CITY OF CHICAGO-:-Ward 50 Precinct 24,CITY OF CHICAGO,31,COOK,Ward 50 Precinct 24,772,CITY OF CHICAGO:Ward 50 Precinct 24,GOVERNOR AND LIEUTENANT GOVERNOR,5,22,93
CITY OF CHICAGO-:-Ward 29 Precinct 28,CITY OF CHICAGO,31,COOK,Ward 29 Precinct 28,907,CITY OF CHICAGO:Ward 29 Precinct 28,GOVERNOR AND LIEUTENANT GOVERNOR,2,9,140
CITY OF CHICAGO-:-Ward 31 Precinct 34,CITY OF CHICAGO,31,COOK,Ward 31 Precinct 34,630,CITY OF CHICAGO:Ward 31 Precinct 34,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,83
CITY OF CHICAGO-:-Ward 32 Precinct 04,CITY OF CHICAGO,31,COOK,Ward 32 Precinct 04,753,CITY OF CHICAGO:Ward 32 Precinct 04,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,172
CITY OF CHICAGO-:-Ward 34 Precinct 07,CITY OF CHICAGO,31,COOK,Ward 34 Precinct 07,679,CITY OF CHICAGO:Ward 34 Precinct 07,GOVERNOR AND LIEUTENANT GOVERNOR,1,13,166
CITY OF CHICAGO-:-Ward 23 Precinct 28,CITY OF CHICAGO,31,COOK,Ward 23 Precinct 28,683,CITY OF CHICAGO:Ward 23 Precinct 28,GOVERNOR AND LIEUTENANT GOVERNOR,0,16,55
CITY OF CHICAGO-:-Ward 02 Precinct 31,CITY OF CHICAGO,31,COOK,Ward 02 Precinct 31,877,CITY OF CHICAGO:Ward 02 Precinct 31,GOVERNOR AND LIEUTENANT GOVERNOR,2,18,207
CITY OF CHICAGO-:-Ward 25 Precinct 28,CITY OF CHICAGO,31,COOK,Ward 25 Precinct 28,782,CITY OF CHICAGO:Ward 25 Precinct 28,GOVERNOR AND LIEUTENANT GOVERNOR,1,9,121
CITY OF CHICAGO-:-Ward 29 Precinct 17,CITY OF CHICAGO,31,COOK,Ward 29 Precinct 17,678,CITY OF CHICAGO:Ward 29 Precinct 17,GOVERNOR AND LIEUTENANT GOVERNOR,1,8,93
CITY OF CHICAGO-:-Ward 04 Precinct 26,CITY OF CHICAGO,31,COOK,Ward 04 Precinct 26,692,CITY OF CHICAGO:Ward 04 Precinct 26,GOVERNOR AND LIEUTENANT GOVERNOR,0,18,158
CITY OF CHICAGO-:-Ward 01 Precinct 01,CITY OF CHICAGO,31,COOK,Ward 01 Precinct 01,917,CITY OF CHICAGO:Ward 01 Precinct 01,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,193
CITY OF CHICAGO-:-Ward 27 Precinct 36,CITY OF CHICAGO,31,COOK,Ward 27 Precinct 36,526,CITY OF CHICAGO:Ward 27 Precinct 36,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,72
CITY OF CHICAGO-:-Ward 48 Precinct 25,CITY OF CHICAGO,31,COOK,Ward 48 Precinct 25,567,CITY OF CHICAGO:Ward 48 Precinct 25,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,216
CITY OF CHICAGO-:-Ward 42 Precinct 22,CITY OF CHICAGO,31,COOK,Ward 42 Precinct 22,552,CITY OF CHICAGO:Ward 42 Precinct 22,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,76
CITY OF CHICAGO-:-Ward 44 Precinct 16,CITY OF CHICAGO,31,COOK,Ward 44 Precinct 16,920,CITY OF CHICAGO:Ward 44 Precinct 16,GOVERNOR AND LIEUTENANT GOVERNOR,0,16,211
CITY OF CHICAGO-:-Ward 46 Precinct 19,CITY OF CHICAGO,31,COOK,Ward 46 Precinct 19,466,CITY OF CHICAGO:Ward 46 Precinct 19,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,177
CITY OF CHICAGO-:-Ward 16 Precinct 20,CITY OF CHICAGO,31,COOK,Ward 16 Precinct 20,515,CITY OF CHICAGO:Ward 16 Precinct 20,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,63
CITY OF CHICAGO-:-Ward 16 Precinct 30,CITY OF CHICAGO,31,COOK,Ward 16 Precinct 30,468,CITY OF CHICAGO:Ward 16 Precinct 30,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,57
CITY OF CHICAGO-:-Ward 18 Precinct 31,CITY OF CHICAGO,31,COOK,Ward 18 Precinct 31,720,CITY OF CHICAGO:Ward 18 Precinct 31,GOVERNOR AND LIEUTENANT GOVERNOR,2,6,125
CITY OF CHICAGO-:-Ward 22 Precinct 01,CITY OF CHICAGO,31,COOK,Ward 22 Precinct 01,382,CITY OF CHICAGO:Ward 22 Precinct 01,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,54
CITY OF CHICAGO-:-Ward 22 Precinct 14,CITY OF CHICAGO,31,COOK,Ward 22 Precinct 14,750,CITY OF CHICAGO:Ward 22 Precinct 14,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,65
CITY OF CHICAGO-:-Ward 31 Precinct 08,CITY OF CHICAGO,31,COOK,Ward 31 Precinct 08,575,CITY OF CHICAGO:Ward 31 Precinct 08,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,56
CITY OF CHICAGO-:-Ward 33 Precinct 12,CITY OF CHICAGO,31,COOK,Ward 33 Precinct 12,890,CITY OF CHICAGO:Ward 33 Precinct 12,GOVERNOR AND LIEUTENANT GOVERNOR,0,14,171
CITY OF CHICAGO-:-Ward 25 Precinct 15,CITY OF CHICAGO,31,COOK,Ward 25 Precinct 15,723,CITY OF CHICAGO:Ward 25 Precinct 15,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,102
CITY OF CHICAGO-:-Ward 27 Precinct 24,CITY OF CHICAGO,31,COOK,Ward 27 Precinct 24,702,CITY OF CHICAGO:Ward 27 Precinct 24,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,51
CITY OF CHICAGO-:-Ward 31 Precinct 19,CITY OF CHICAGO,31,COOK,Ward 31 Precinct 19,546,CITY OF CHICAGO:Ward 31 Precinct 19,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,64
CITY OF CHICAGO-:-Ward 02 Precinct 10,CITY OF CHICAGO,31,COOK,Ward 02 Precinct 10,659,CITY OF CHICAGO:Ward 02 Precinct 10,GOVERNOR AND LIEUTENANT GOVERNOR,0,14,143
CITY OF CHICAGO-:-Ward 02 Precinct 20,CITY OF CHICAGO,31,COOK,Ward 02 Precinct 20,1029,CITY OF CHICAGO:Ward 02 Precinct 20,GOVERNOR AND LIEUTENANT GOVERNOR,1,10,152
CITY OF CHICAGO-:-Ward 04 Precinct 13,CITY OF CHICAGO,31,COOK,Ward 04 Precinct 13,671,CITY OF CHICAGO:Ward 04 Precinct 13,GOVERNOR AND LIEUTENANT GOVERNOR,2,7,129
CITY OF CHICAGO-:-Ward 43 Precinct 29,CITY OF CHICAGO,31,COOK,Ward 43 Precinct 29,1033,CITY OF CHICAGO:Ward 43 Precinct 29,GOVERNOR AND LIEUTENANT GOVERNOR,2,13,215
CITY OF CHICAGO-:-Ward 07 Precinct 20,CITY OF CHICAGO,31,COOK,Ward 07 Precinct 20,661,CITY OF CHICAGO:Ward 07 Precinct 20,GOVERNOR AND LIEUTENANT GOVERNOR,1,6,69
CITY OF CHICAGO-:-Ward 26 Precinct 47,CITY OF CHICAGO,31,COOK,Ward 26 Precinct 47,522,CITY OF CHICAGO:Ward 26 Precinct 47,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,42
CITY OF CHICAGO-:-Ward 28 Precinct 30,CITY OF CHICAGO,31,COOK,Ward 28 Precinct 30,78,CITY OF CHICAGO:Ward 28 Precinct 30,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,22
CITY OF CHICAGO-:-Ward 24 Precinct 30,CITY OF CHICAGO,31,COOK,Ward 24 Precinct 30,378,CITY OF CHICAGO:Ward 24 Precinct 30,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,50
CITY OF CHICAGO-:-Ward 39 Precinct 26,CITY OF CHICAGO,31,COOK,Ward 39 Precinct 26,798,CITY OF CHICAGO:Ward 39 Precinct 26,GOVERNOR AND LIEUTENANT GOVERNOR,0,17,124
CITY OF CHICAGO-:-Ward 41 Precinct 30,CITY OF CHICAGO,31,COOK,Ward 41 Precinct 30,794,CITY OF CHICAGO:Ward 41 Precinct 30,GOVERNOR AND LIEUTENANT GOVERNOR,2,22,126
CITY OF CHICAGO-:-Ward 37 Precinct 19,CITY OF CHICAGO,31,COOK,Ward 37 Precinct 19,641,CITY OF CHICAGO:Ward 37 Precinct 19,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,73
CITY OF CHICAGO-:-Ward 37 Precinct 29,CITY OF CHICAGO,31,COOK,Ward 37 Precinct 29,670,CITY OF CHICAGO:Ward 37 Precinct 29,GOVERNOR AND LIEUTENANT GOVERNOR,2,7,78
