UNIQUE_ID,JurisName,COUNTYFP,CountyName,PrecinctName,Registration,NAME20,ContestName,Write-In,Beverly Miles,Jb Pritzker
WOODFORD-:-WORTH 7,WOODFORD,203,WOODFORD,WORTH 7,1079,WOODFORD:WORTH 7,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,44
WOODFORD-:-OLIO 2,WOODFORD,203,WOODFORD,OLIO 2,673,WOODFORD:OLIO 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,22
WOODFORD-:-CRUGER 1,WOODFORD,203,WOODFORD,CRUGER 1,745,WOODFORD:CRUGER 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,23
WOODFORD-:-MONTGOMERY 1,WOODFORD,203,WOODFORD,MONTGOMERY 1,674,WOODFORD:MONTGOMERY 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,7
WOODFORD-:-KANSAS,WOODFORD,203,WOODFORD,KANSAS,392,WOODFORD:KANSAS,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,11
WOODFORD-:-MINONK 2,WOODFORD,203,WOODFORD,MINONK 2,978,WOODFORD:MINONK 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,26
WOODFORD-:-WORTH 6,WOODFORD,203,WOODFORD,WORTH 6,688,WOODFORD:WORTH 6,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,23
WOODFORD-:-PARTRIDGE,WOODFORD,203,WOODFORD,PARTRIDGE,456,WOODFORD:PARTRIDGE,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,9
WOODFORD-:-METAMORA 4,WOODFORD,203,WOODFORD,METAMORA 4,1001,WOODFORD:METAMORA 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,35
WOODFORD-:-EL PASO 2,WOODFORD,203,WOODFORD,EL PASO 2,483,WOODFORD:EL PASO 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,26
WOODFORD-:-METAMORA 1,WOODFORD,203,WOODFORD,METAMORA 1,584,WOODFORD:METAMORA 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,20
WOODFORD-:-OLIO 1,WOODFORD,203,WOODFORD,OLIO 1,741,WOODFORD:OLIO 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,12
WOODFORD-:-EL PASO 3,WOODFORD,203,WOODFORD,EL PASO 3,1143,WOODFORD:EL PASO 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,44
WOODFORD-:-PALESTINE,WOODFORD,203,WOODFORD,PALESTINE,752,WOODFORD:PALESTINE,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,21
WOODFORD-:-METAMORA 2,WOODFORD,203,WOODFORD,METAMORA 2,871,WOODFORD:METAMORA 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,18
WOODFORD-:-ROANOKE 1,WOODFORD,203,WOODFORD,ROANOKE 1,456,WOODFORD:ROANOKE 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,6
WOODFORD-:-CLAYTON,WOODFORD,203,WOODFORD,CLAYTON,450,WOODFORD:CLAYTON,GOVERNOR AND LIEUTENANT GOVERNOR,1,2,9
WOODFORD-:-METAMORA 3,WOODFORD,203,WOODFORD,METAMORA 3,708,WOODFORD:METAMORA 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,31
WOODFORD-:-OLIO 3,WOODFORD,203,WOODFORD,OLIO 3,789,WOODFORD:OLIO 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,19
WOODFORD-:-PANOLA,WOODFORD,203,WOODFORD,PANOLA,273,WOODFORD:PANOLA,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,8
WOODFORD-:-EL PASO 1,WOODFORD,203,WOODFORD,EL PASO 1,630,WOODFORD:EL PASO 1,GOVERNOR AND LIEUTENANT GOVERNOR,1,1,23
WOODFORD-:-WORTH 5,WOODFORD,203,WOODFORD,WORTH 5,728,WOODFORD:WORTH 5,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,24
WOODFORD-:-CRUGER 2,WOODFORD,203,WOODFORD,CRUGER 2,528,WOODFORD:CRUGER 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,7
WOODFORD-:-WORTH 4,WOODFORD,203,WOODFORD,WORTH 4,722,WOODFORD:WORTH 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,24
WOODFORD-:-ROANOKE 2,WOODFORD,203,WOODFORD,ROANOKE 2,1249,WOODFORD:ROANOKE 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,28
WOODFORD-:-CAZENOVIA 1,WOODFORD,203,WOODFORD,CAZENOVIA 1,671,WOODFORD:CAZENOVIA 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,17
WOODFORD-:-GREENE,WOODFORD,203,WOODFORD,GREENE,348,WOODFORD:GREENE,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,7
WOODFORD-:-MONTGOMERY 2,WOODFORD,203,WOODFORD,MONTGOMERY 2,990,WOODFORD:MONTGOMERY 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,21
WOODFORD-:-SPRING BAY 2,WOODFORD,203,WOODFORD,SPRING BAY 2,866,WOODFORD:SPRING BAY 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,38
WOODFORD-:-MINONK 1,WOODFORD,203,WOODFORD,MINONK 1,420,WOODFORD:MINONK 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,13
WOODFORD-:-WORTH 1,WOODFORD,203,WOODFORD,WORTH 1,1120,WOODFORD:WORTH 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,50
WOODFORD-:-OLIO 4,WOODFORD,203,WOODFORD,OLIO 4,613,WOODFORD:OLIO 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,13
WOODFORD-:-CAZENOVIA 3,WOODFORD,203,WOODFORD,CAZENOVIA 3,374,WOODFORD:CAZENOVIA 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,10
WOODFORD-:-WORTH 9,WOODFORD,203,WOODFORD,WORTH 9,1271,WOODFORD:WORTH 9,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,37
WOODFORD-:-LINN,WOODFORD,203,WOODFORD,LINN,168,WOODFORD:LINN,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,1
WOODFORD-:-WORTH 3,WOODFORD,203,WOODFORD,WORTH 3,875,WOODFORD:WORTH 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,23
WOODFORD-:-SPRING BAY 1,WOODFORD,203,WOODFORD,SPRING BAY 1,920,WOODFORD:SPRING BAY 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,35
WINNEBAGO-:-ROCKTON 9,WINNEBAGO,201,WINNEBAGO,ROCKTON 9,0,WINNEBAGO:ROCKTON 9,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,37
WINNEBAGO-:-ROCKTON 10,WINNEBAGO,201,WINNEBAGO,ROCKTON 10,0,WINNEBAGO:ROCKTON 10,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,48
WINNEBAGO-:-ROCKTON 1,WINNEBAGO,201,WINNEBAGO,ROCKTON 1,0,WINNEBAGO:ROCKTON 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,63
WINNEBAGO-:-ROSCOE 4,WINNEBAGO,201,WINNEBAGO,ROSCOE 4,0,WINNEBAGO:ROSCOE 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,38
WINNEBAGO-:-ROSCOE 5,WINNEBAGO,201,WINNEBAGO,ROSCOE 5,0,WINNEBAGO:ROSCOE 5,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,32
WINNEBAGO-:-ROSCOE 3,WINNEBAGO,201,WINNEBAGO,ROSCOE 3,0,WINNEBAGO:ROSCOE 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,44
WINNEBAGO-:-CHERRY VALLEY 5,WINNEBAGO,201,WINNEBAGO,CHERRY VALLEY 5,0,WINNEBAGO:CHERRY VALLEY 5,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,53
WINNEBAGO-:-ROSCOE 10,WINNEBAGO,201,WINNEBAGO,ROSCOE 10,0,WINNEBAGO:ROSCOE 10,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,47
WINNEBAGO-:-ROSCOE 11,WINNEBAGO,201,WINNEBAGO,ROSCOE 11,0,WINNEBAGO:ROSCOE 11,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,44
WINNEBAGO-:-ROCKFORD 4,WINNEBAGO,201,WINNEBAGO,ROCKFORD 4,0,WINNEBAGO:ROCKFORD 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,67
WINNEBAGO-:-ROCKFORD 1,WINNEBAGO,201,WINNEBAGO,ROCKFORD 1,0,WINNEBAGO:ROCKFORD 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,41
WINNEBAGO-:-ROSCOE 6,WINNEBAGO,201,WINNEBAGO,ROSCOE 6,0,WINNEBAGO:ROSCOE 6,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,63
WINNEBAGO-:-ROSCOE 14,WINNEBAGO,201,WINNEBAGO,ROSCOE 14,0,WINNEBAGO:ROSCOE 14,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,29
WINNEBAGO-:-ROSCOE 15,WINNEBAGO,201,WINNEBAGO,ROSCOE 15,0,WINNEBAGO:ROSCOE 15,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,39
WINNEBAGO-:-ROSCOE 12,WINNEBAGO,201,WINNEBAGO,ROSCOE 12,0,WINNEBAGO:ROSCOE 12,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,56
WINNEBAGO-:-HARLEM 1,WINNEBAGO,201,WINNEBAGO,HARLEM 1,0,WINNEBAGO:HARLEM 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,75
WINNEBAGO-:-CHERRY VALLEY 9,WINNEBAGO,201,WINNEBAGO,CHERRY VALLEY 9,0,WINNEBAGO:CHERRY VALLEY 9,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,47
WINNEBAGO-:-CHERRY VALLEY 11,WINNEBAGO,201,WINNEBAGO,CHERRY VALLEY 11,0,WINNEBAGO:CHERRY VALLEY 11,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,61
WINNEBAGO-:-WINNEBAGO 2,WINNEBAGO,201,WINNEBAGO,WINNEBAGO 2,0,WINNEBAGO:WINNEBAGO 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,50
WINNEBAGO-:-HARLEM 5,WINNEBAGO,201,WINNEBAGO,HARLEM 5,0,WINNEBAGO:HARLEM 5,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,57
WINNEBAGO-:-HARLEM 15,WINNEBAGO,201,WINNEBAGO,HARLEM 15,0,WINNEBAGO:HARLEM 15,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,45
WINNEBAGO-:-HARLEM 10,WINNEBAGO,201,WINNEBAGO,HARLEM 10,0,WINNEBAGO:HARLEM 10,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,64
WINNEBAGO-:-HARLEM 14,WINNEBAGO,201,WINNEBAGO,HARLEM 14,0,WINNEBAGO:HARLEM 14,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,55
WINNEBAGO-:-HARLEM 16,WINNEBAGO,201,WINNEBAGO,HARLEM 16,0,WINNEBAGO:HARLEM 16,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,85
WINNEBAGO-:-ROCKFORD 26,WINNEBAGO,201,WINNEBAGO,ROCKFORD 26,0,WINNEBAGO:ROCKFORD 26,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,55
WINNEBAGO-:-ROCKFORD 5,WINNEBAGO,201,WINNEBAGO,ROCKFORD 5,0,WINNEBAGO:ROCKFORD 5,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,90
WINNEBAGO-:-HARLEM 17,WINNEBAGO,201,WINNEBAGO,HARLEM 17,0,WINNEBAGO:HARLEM 17,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,39
WINNEBAGO-:-HARLEM 18,WINNEBAGO,201,WINNEBAGO,HARLEM 18,0,WINNEBAGO:HARLEM 18,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,42
WINNEBAGO-:-ROCKFORD 13,WINNEBAGO,201,WINNEBAGO,ROCKFORD 13,0,WINNEBAGO:ROCKFORD 13,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,81
WINNEBAGO-:-ROCKTON 11,WINNEBAGO,201,WINNEBAGO,ROCKTON 11,0,WINNEBAGO:ROCKTON 11,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,59
WINNEBAGO-:-HARLEM 21,WINNEBAGO,201,WINNEBAGO,HARLEM 21,0,WINNEBAGO:HARLEM 21,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,64
WINNEBAGO-:-HARLEM 27,WINNEBAGO,201,WINNEBAGO,HARLEM 27,0,WINNEBAGO:HARLEM 27,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,64
WINNEBAGO-:-WINNEBAGO 4,WINNEBAGO,201,WINNEBAGO,WINNEBAGO 4,0,WINNEBAGO:WINNEBAGO 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,44
WINNEBAGO-:-ROCKFORD 8,WINNEBAGO,201,WINNEBAGO,ROCKFORD 8,0,WINNEBAGO:ROCKFORD 8,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,48
WINNEBAGO-:-ROCKFORD 52,WINNEBAGO,201,WINNEBAGO,ROCKFORD 52,0,WINNEBAGO:ROCKFORD 52,GOVERNOR AND LIEUTENANT GOVERNOR,0,18,50
WINNEBAGO-:-DURAND 2,WINNEBAGO,201,WINNEBAGO,DURAND 2,0,WINNEBAGO:DURAND 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,35
WINNEBAGO-:-HARLEM 6,WINNEBAGO,201,WINNEBAGO,HARLEM 6,0,WINNEBAGO:HARLEM 6,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,46
WINNEBAGO-:-ROCKTON 2,WINNEBAGO,201,WINNEBAGO,ROCKTON 2,0,WINNEBAGO:ROCKTON 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,43
WINNEBAGO-:-CHERRY VALLEY 4,WINNEBAGO,201,WINNEBAGO,CHERRY VALLEY 4,0,WINNEBAGO:CHERRY VALLEY 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,31
WINNEBAGO-:-HARLEM 23,WINNEBAGO,201,WINNEBAGO,HARLEM 23,0,WINNEBAGO:HARLEM 23,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,70
WINNEBAGO-:-OWEN 3,WINNEBAGO,201,WINNEBAGO,OWEN 3,0,WINNEBAGO:OWEN 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,43
WINNEBAGO-:-ROCKFORD 30,WINNEBAGO,201,WINNEBAGO,ROCKFORD 30,0,WINNEBAGO:ROCKFORD 30,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,70
WINNEBAGO-:-HARLEM 26,WINNEBAGO,201,WINNEBAGO,HARLEM 26,0,WINNEBAGO:HARLEM 26,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,60
WINNEBAGO-:-HARLEM 22,WINNEBAGO,201,WINNEBAGO,HARLEM 22,0,WINNEBAGO:HARLEM 22,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,86
WINNEBAGO-:-HARLEM 8,WINNEBAGO,201,WINNEBAGO,HARLEM 8,0,WINNEBAGO:HARLEM 8,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,47
WINNEBAGO-:-HARLEM 13,WINNEBAGO,201,WINNEBAGO,HARLEM 13,0,WINNEBAGO:HARLEM 13,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,55
WINNEBAGO-:-ROCKTON 13,WINNEBAGO,201,WINNEBAGO,ROCKTON 13,0,WINNEBAGO:ROCKTON 13,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,43
WINNEBAGO-:-CHERRY VALLEY 3,WINNEBAGO,201,WINNEBAGO,CHERRY VALLEY 3,0,WINNEBAGO:CHERRY VALLEY 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,73
WINNEBAGO-:-ROSCOE 7,WINNEBAGO,201,WINNEBAGO,ROSCOE 7,0,WINNEBAGO:ROSCOE 7,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,50
WINNEBAGO-:-ROCKFORD 25,WINNEBAGO,201,WINNEBAGO,ROCKFORD 25,0,WINNEBAGO:ROCKFORD 25,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,100
WINNEBAGO-:-WINNEBAGO 3,WINNEBAGO,201,WINNEBAGO,WINNEBAGO 3,0,WINNEBAGO:WINNEBAGO 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,45
WINNEBAGO-:-HARLEM 7,WINNEBAGO,201,WINNEBAGO,HARLEM 7,0,WINNEBAGO:HARLEM 7,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,53
WINNEBAGO-:-ROCKFORD 14,WINNEBAGO,201,WINNEBAGO,ROCKFORD 14,0,WINNEBAGO:ROCKFORD 14,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,86
WINNEBAGO-:-HARLEM 24,WINNEBAGO,201,WINNEBAGO,HARLEM 24,0,WINNEBAGO:HARLEM 24,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,59
WINNEBAGO-:-HARLEM 25,WINNEBAGO,201,WINNEBAGO,HARLEM 25,0,WINNEBAGO:HARLEM 25,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,40
WINNEBAGO-:-HARLEM 19,WINNEBAGO,201,WINNEBAGO,HARLEM 19,0,WINNEBAGO:HARLEM 19,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,72
WINNEBAGO-:-HARRISON 1,WINNEBAGO,201,WINNEBAGO,HARRISON 1,0,WINNEBAGO:HARRISON 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,18
WINNEBAGO-:-ROCKFORD 32,WINNEBAGO,201,WINNEBAGO,ROCKFORD 32,0,WINNEBAGO:ROCKFORD 32,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,85
WINNEBAGO-:-ROCKFORD 54,WINNEBAGO,201,WINNEBAGO,ROCKFORD 54,0,WINNEBAGO:ROCKFORD 54,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,64
WINNEBAGO-:-HARLEM 2,WINNEBAGO,201,WINNEBAGO,HARLEM 2,0,WINNEBAGO:HARLEM 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,20,41
WINNEBAGO-:-OWEN 2,WINNEBAGO,201,WINNEBAGO,OWEN 2,0,WINNEBAGO:OWEN 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,58
WINNEBAGO-:-ROCKTON 3,WINNEBAGO,201,WINNEBAGO,ROCKTON 3,0,WINNEBAGO:ROCKTON 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,43
WINNEBAGO-:-ROSCOE 8,WINNEBAGO,201,WINNEBAGO,ROSCOE 8,0,WINNEBAGO:ROSCOE 8,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,22
WINNEBAGO-:-ROSCOE 9,WINNEBAGO,201,WINNEBAGO,ROSCOE 9,0,WINNEBAGO:ROSCOE 9,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,66
WINNEBAGO-:-ROSCOE 2,WINNEBAGO,201,WINNEBAGO,ROSCOE 2,0,WINNEBAGO:ROSCOE 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,40
WINNEBAGO-:-ROCKFORD 2,WINNEBAGO,201,WINNEBAGO,ROCKFORD 2,0,WINNEBAGO:ROCKFORD 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,38
WINNEBAGO-:-ROSCOE 1,WINNEBAGO,201,WINNEBAGO,ROSCOE 1,0,WINNEBAGO:ROSCOE 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,45
WINNEBAGO-:-CHERRY VALLEY 2,WINNEBAGO,201,WINNEBAGO,CHERRY VALLEY 2,0,WINNEBAGO:CHERRY VALLEY 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,34
WINNEBAGO-:-ROCKTON 6,WINNEBAGO,201,WINNEBAGO,ROCKTON 6,0,WINNEBAGO:ROCKTON 6,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,48
WINNEBAGO-:-ROCKTON 8,WINNEBAGO,201,WINNEBAGO,ROCKTON 8,0,WINNEBAGO:ROCKTON 8,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,47
WINNEBAGO-:-ROCKTON 5,WINNEBAGO,201,WINNEBAGO,ROCKTON 5,0,WINNEBAGO:ROCKTON 5,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,57
WINNEBAGO-:-ROCKFORD 51,WINNEBAGO,201,WINNEBAGO,ROCKFORD 51,0,WINNEBAGO:ROCKFORD 51,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,66
WINNEBAGO-:-CHERRY VALLEY 6,WINNEBAGO,201,WINNEBAGO,CHERRY VALLEY 6,0,WINNEBAGO:CHERRY VALLEY 6,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,53
WINNEBAGO-:-BURRITT 1,WINNEBAGO,201,WINNEBAGO,BURRITT 1,0,WINNEBAGO:BURRITT 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,42
WINNEBAGO-:-CHERRY VALLEY 1,WINNEBAGO,201,WINNEBAGO,CHERRY VALLEY 1,0,WINNEBAGO:CHERRY VALLEY 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,62
WINNEBAGO-:-ROCKFORD 9,WINNEBAGO,201,WINNEBAGO,ROCKFORD 9,0,WINNEBAGO:ROCKFORD 9,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,54
WINNEBAGO-:-HARLEM 12,WINNEBAGO,201,WINNEBAGO,HARLEM 12,0,WINNEBAGO:HARLEM 12,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,47
WINNEBAGO-:-PECATONICA 2,WINNEBAGO,201,WINNEBAGO,PECATONICA 2,0,WINNEBAGO:PECATONICA 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,38
WINNEBAGO-:-PECATONICA 3,WINNEBAGO,201,WINNEBAGO,PECATONICA 3,0,WINNEBAGO:PECATONICA 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,32
WINNEBAGO-:-PECATONICA 4,WINNEBAGO,201,WINNEBAGO,PECATONICA 4,0,WINNEBAGO:PECATONICA 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,48
WINNEBAGO-:-OWEN 1,WINNEBAGO,201,WINNEBAGO,OWEN 1,0,WINNEBAGO:OWEN 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,73
WINNEBAGO-:-DURAND 1,WINNEBAGO,201,WINNEBAGO,DURAND 1,0,WINNEBAGO:DURAND 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,43
WINNEBAGO-:-WINNEBAGO 1,WINNEBAGO,201,WINNEBAGO,WINNEBAGO 1,0,WINNEBAGO:WINNEBAGO 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,46
WINNEBAGO-:-HARLEM 4,WINNEBAGO,201,WINNEBAGO,HARLEM 4,0,WINNEBAGO:HARLEM 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,13,54
WINNEBAGO-:-ROCKFORD 55,WINNEBAGO,201,WINNEBAGO,ROCKFORD 55,0,WINNEBAGO:ROCKFORD 55,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,52
WINNEBAGO-:-LAONA 1,WINNEBAGO,201,WINNEBAGO,LAONA 1,0,WINNEBAGO:LAONA 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,56
WINNEBAGO-:-ROCKFORD 31,WINNEBAGO,201,WINNEBAGO,ROCKFORD 31,0,WINNEBAGO:ROCKFORD 31,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,72
WINNEBAGO-:-ROCKFORD 33,WINNEBAGO,201,WINNEBAGO,ROCKFORD 33,0,WINNEBAGO:ROCKFORD 33,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,68
WINNEBAGO-:-ROCKFORD 27,WINNEBAGO,201,WINNEBAGO,ROCKFORD 27,0,WINNEBAGO:ROCKFORD 27,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,43
WINNEBAGO-:-SEWARD 1,WINNEBAGO,201,WINNEBAGO,SEWARD 1,0,WINNEBAGO:SEWARD 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,32
WINNEBAGO-:-SHIRLAND 1,WINNEBAGO,201,WINNEBAGO,SHIRLAND 1,0,WINNEBAGO:SHIRLAND 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,26
WINNEBAGO-:-HARLEM 11,WINNEBAGO,201,WINNEBAGO,HARLEM 11,0,WINNEBAGO:HARLEM 11,GOVERNOR AND LIEUTENANT GOVERNOR,0,19,75
WINNEBAGO-:-ROCKFORD 12,WINNEBAGO,201,WINNEBAGO,ROCKFORD 12,0,WINNEBAGO:ROCKFORD 12,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,66
WINNEBAGO-:-ROCKFORD 15,WINNEBAGO,201,WINNEBAGO,ROCKFORD 15,0,WINNEBAGO:ROCKFORD 15,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,79
WILLIAMSON-:-HERRIN 15,WILLIAMSON,199,WILLIAMSON,HERRIN 15,675,WILLIAMSON:HERRIN 15,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,21
WILLIAMSON-:-EAST MARION 5,WILLIAMSON,199,WILLIAMSON,EAST MARION 5,971,WILLIAMSON:EAST MARION 5,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,26
WILLIAMSON-:-EAST MARION 8,WILLIAMSON,199,WILLIAMSON,EAST MARION 8,1099,WILLIAMSON:EAST MARION 8,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,26
WILLIAMSON-:-EAST MARION 7,WILLIAMSON,199,WILLIAMSON,EAST MARION 7,747,WILLIAMSON:EAST MARION 7,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,29
WILLIAMSON-:-EAST MARION 10,WILLIAMSON,199,WILLIAMSON,EAST MARION 10,815,WILLIAMSON:EAST MARION 10,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,20
WILLIAMSON-:-WEST MARION 5,WILLIAMSON,199,WILLIAMSON,WEST MARION 5,526,WILLIAMSON:WEST MARION 5,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,22
WILLIAMSON-:-WEST MARION 8,WILLIAMSON,199,WILLIAMSON,WEST MARION 8,838,WILLIAMSON:WEST MARION 8,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,30
WILLIAMSON-:-WEST MARION 11,WILLIAMSON,199,WILLIAMSON,WEST MARION 11,915,WILLIAMSON:WEST MARION 11,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,26
WILLIAMSON-:-STONEFORT 2,WILLIAMSON,199,WILLIAMSON,STONEFORT 2,243,WILLIAMSON:STONEFORT 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,6
WILLIAMSON-:-EAST MARION 6,WILLIAMSON,199,WILLIAMSON,EAST MARION 6,621,WILLIAMSON:EAST MARION 6,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,23
WILLIAMSON-:-BLAIRSVILLE 1,WILLIAMSON,199,WILLIAMSON,BLAIRSVILLE 1,343,WILLIAMSON:BLAIRSVILLE 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,8
