UNIQUE_ID,JurisName,COUNTYFP,CountyName,PrecinctName,Registration,NAME20,ContestName,Paul Schimpf,Richard C. Irvin,Jesse Sullivan,Darren Bailey,Max Solomon,Gary Rabine,Write-In,Keisha S. Smith
LIVINGSTON-:-GERMANVILLE,LIVINGSTON,105,LIVINGSTON,GERMANVILLE,52,LIVINGSTON:GERMANVILLE,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,0,13,0,0,0,0
LIVINGSTON-:-INDIAN GRV 1,LIVINGSTON,105,LIVINGSTON,INDIAN GRV 1,726,LIVINGSTON:INDIAN GRV 1,GOVERNOR AND LIEUTENANT GOVERNOR,2,28,34,187,1,3,0,0
LIVINGSTON-:-INDIAN GRV 2,LIVINGSTON,105,LIVINGSTON,INDIAN GRV 2,661,LIVINGSTON:INDIAN GRV 2,GOVERNOR AND LIEUTENANT GOVERNOR,2,29,27,141,1,7,0,0
LIVINGSTON-:-INDIAN GRV 3,LIVINGSTON,105,LIVINGSTON,INDIAN GRV 3,684,LIVINGSTON:INDIAN GRV 3,GOVERNOR AND LIEUTENANT GOVERNOR,4,29,25,150,4,2,0,0
LIVINGSTON-:-INDIAN GRV 4,LIVINGSTON,105,LIVINGSTON,INDIAN GRV 4,603,LIVINGSTON:INDIAN GRV 4,GOVERNOR AND LIEUTENANT GOVERNOR,2,20,30,167,0,0,0,0
LIVINGSTON-:-LONG POINT,LIVINGSTON,105,LIVINGSTON,LONG POINT,300,LIVINGSTON:LONG POINT,GOVERNOR AND LIEUTENANT GOVERNOR,2,7,22,90,1,1,0,0
LIVINGSTON-:-NEBRASKA 1,LIVINGSTON,105,LIVINGSTON,NEBRASKA 1,832,LIVINGSTON:NEBRASKA 1,GOVERNOR AND LIEUTENANT GOVERNOR,8,30,42,233,2,11,1,0
LIVINGSTON-:-NEVADA,LIVINGSTON,105,LIVINGSTON,NEVADA,149,LIVINGSTON:NEVADA,GOVERNOR AND LIEUTENANT GOVERNOR,2,6,10,23,0,2,0,0
LIVINGSTON-:-NEWTOWN,LIVINGSTON,105,LIVINGSTON,NEWTOWN,468,LIVINGSTON:NEWTOWN,GOVERNOR AND LIEUTENANT GOVERNOR,2,15,29,87,2,1,1,0
LIVINGSTON-:-ODELL 1,LIVINGSTON,105,LIVINGSTON,ODELL 1,843,LIVINGSTON:ODELL 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,25,38,154,3,5,0,0
LIVINGSTON-:-OWEGO,LIVINGSTON,105,LIVINGSTON,OWEGO,222,LIVINGSTON:OWEGO,GOVERNOR AND LIEUTENANT GOVERNOR,3,12,30,50,1,3,0,0
LIVINGSTON-:-PIKE,LIVINGSTON,105,LIVINGSTON,PIKE,157,LIVINGSTON:PIKE,GOVERNOR AND LIEUTENANT GOVERNOR,3,11,22,46,0,2,0,0
LIVINGSTON-:-PLEASANT RIDGE,LIVINGSTON,105,LIVINGSTON,PLEASANT RIDGE,140,LIVINGSTON:PLEASANT RIDGE,GOVERNOR AND LIEUTENANT GOVERNOR,1,10,8,51,0,0,0,0
LIVINGSTON-:-PONTIAC 1,LIVINGSTON,105,LIVINGSTON,PONTIAC 1,511,LIVINGSTON:PONTIAC 1,GOVERNOR AND LIEUTENANT GOVERNOR,3,22,27,62,2,6,0,0
LIVINGSTON-:-PONTIAC 10,LIVINGSTON,105,LIVINGSTON,PONTIAC 10,700,LIVINGSTON:PONTIAC 10,GOVERNOR AND LIEUTENANT GOVERNOR,8,31,46,147,4,6,1,0
LIVINGSTON-:-PONTIAC 2,LIVINGSTON,105,LIVINGSTON,PONTIAC 2,675,LIVINGSTON:PONTIAC 2,GOVERNOR AND LIEUTENANT GOVERNOR,2,21,42,79,3,3,1,0
LIVINGSTON-:-PONTIAC 3,LIVINGSTON,105,LIVINGSTON,PONTIAC 3,627,LIVINGSTON:PONTIAC 3,GOVERNOR AND LIEUTENANT GOVERNOR,9,31,38,123,1,0,0,0
LIVINGSTON-:-PONTIAC 4,LIVINGSTON,105,LIVINGSTON,PONTIAC 4,687,LIVINGSTON:PONTIAC 4,GOVERNOR AND LIEUTENANT GOVERNOR,5,36,35,140,1,4,0,0
LIVINGSTON-:-PONTIAC 5,LIVINGSTON,105,LIVINGSTON,PONTIAC 5,656,LIVINGSTON:PONTIAC 5,GOVERNOR AND LIEUTENANT GOVERNOR,5,19,26,89,3,5,0,0
LIVINGSTON-:-PONTIAC 6,LIVINGSTON,105,LIVINGSTON,PONTIAC 6,707,LIVINGSTON:PONTIAC 6,GOVERNOR AND LIEUTENANT GOVERNOR,5,48,50,141,0,8,0,0
LIVINGSTON-:-PONTIAC 7,LIVINGSTON,105,LIVINGSTON,PONTIAC 7,588,LIVINGSTON:PONTIAC 7,GOVERNOR AND LIEUTENANT GOVERNOR,4,14,35,78,1,5,2,0
LIVINGSTON-:-PONTIAC 8,LIVINGSTON,105,LIVINGSTON,PONTIAC 8,627,LIVINGSTON:PONTIAC 8,GOVERNOR AND LIEUTENANT GOVERNOR,5,10,19,63,2,2,0,0
LIVINGSTON-:-PONTIAC 9,LIVINGSTON,105,LIVINGSTON,PONTIAC 9,818,LIVINGSTON:PONTIAC 9,GOVERNOR AND LIEUTENANT GOVERNOR,6,46,60,126,8,6,0,0
LIVINGSTON-:-READING 1,LIVINGSTON,105,LIVINGSTON,READING 1,610,LIVINGSTON:READING 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,9,61,0,5,0,0
LIVINGSTON-:-READING 2,LIVINGSTON,105,LIVINGSTON,READING 2,745,LIVINGSTON:READING 2,GOVERNOR AND LIEUTENANT GOVERNOR,4,9,25,98,4,4,0,0
LIVINGSTON-:-ROOKS CREEK,LIVINGSTON,105,LIVINGSTON,ROOKS CREEK,414,LIVINGSTON:ROOKS CREEK,GOVERNOR AND LIEUTENANT GOVERNOR,3,22,34,127,1,5,0,0
LIVINGSTON-:-ROUND GROVE,LIVINGSTON,105,LIVINGSTON,ROUND GROVE,243,LIVINGSTON:ROUND GROVE,GOVERNOR AND LIEUTENANT GOVERNOR,0,13,4,45,1,3,0,0
LIVINGSTON-:-SAUNEMIN,LIVINGSTON,105,LIVINGSTON,SAUNEMIN,382,LIVINGSTON:SAUNEMIN,GOVERNOR AND LIEUTENANT GOVERNOR,1,18,32,89,2,5,0,0
LIVINGSTON-:-SULLIVAN,LIVINGSTON,105,LIVINGSTON,SULLIVAN,449,LIVINGSTON:SULLIVAN,GOVERNOR AND LIEUTENANT GOVERNOR,0,17,29,94,0,4,0,0
LIVINGSTON-:-SUNBURY,LIVINGSTON,105,LIVINGSTON,SUNBURY,148,LIVINGSTON:SUNBURY,GOVERNOR AND LIEUTENANT GOVERNOR,3,4,19,33,0,1,0,0
LIVINGSTON-:-UNION,LIVINGSTON,105,LIVINGSTON,UNION,144,LIVINGSTON:UNION,GOVERNOR AND LIEUTENANT GOVERNOR,1,7,9,36,0,2,0,0
LIVINGSTON-:-WALDO,LIVINGSTON,105,LIVINGSTON,WALDO,188,LIVINGSTON:WALDO,GOVERNOR AND LIEUTENANT GOVERNOR,2,2,10,55,1,0,0,0
LOGAN-:-AETNA,LOGAN,107,LOGAN,AETNA,327,LOGAN:AETNA,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,15,77,0,4,0,0
LOGAN-:-ATLANTA,LOGAN,107,LOGAN,ATLANTA,1340,LOGAN:ATLANTA,GOVERNOR AND LIEUTENANT GOVERNOR,3,22,61,198,6,3,0,0
LOGAN-:-BROADWELL,LOGAN,107,LOGAN,BROADWELL,409,LOGAN:BROADWELL,GOVERNOR AND LIEUTENANT GOVERNOR,8,15,26,49,1,8,0,0
LOGAN-:-CHESTER,LOGAN,107,LOGAN,CHESTER,519,LOGAN:CHESTER,GOVERNOR AND LIEUTENANT GOVERNOR,8,13,40,86,0,4,0,0
LOGAN-:-CORWIN,LOGAN,107,LOGAN,CORWIN,446,LOGAN:CORWIN,GOVERNOR AND LIEUTENANT GOVERNOR,2,15,28,65,0,5,0,0
LOGAN-:-EAST LINCOLN 1,LOGAN,107,LOGAN,EAST LINCOLN 1,917,LOGAN:EAST LINCOLN 1,GOVERNOR AND LIEUTENANT GOVERNOR,6,20,36,86,2,12,1,0
LOGAN-:-EAST LINCOLN 2,LOGAN,107,LOGAN,EAST LINCOLN 2,983,LOGAN:EAST LINCOLN 2,GOVERNOR AND LIEUTENANT GOVERNOR,8,30,55,124,0,6,0,0
LOGAN-:-EAST LINCOLN 3,LOGAN,107,LOGAN,EAST LINCOLN 3,782,LOGAN:EAST LINCOLN 3,GOVERNOR AND LIEUTENANT GOVERNOR,6,31,42,100,2,4,0,0
LOGAN-:-EAST LINCOLN 4,LOGAN,107,LOGAN,EAST LINCOLN 4,831,LOGAN:EAST LINCOLN 4,GOVERNOR AND LIEUTENANT GOVERNOR,5,12,30,66,1,1,0,0
LOGAN-:-EAST LINCOLN 5,LOGAN,107,LOGAN,EAST LINCOLN 5,1106,LOGAN:EAST LINCOLN 5,GOVERNOR AND LIEUTENANT GOVERNOR,4,21,55,118,1,4,0,0
LOGAN-:-EAST LINCOLN 6,LOGAN,107,LOGAN,EAST LINCOLN 6,821,LOGAN:EAST LINCOLN 6,GOVERNOR AND LIEUTENANT GOVERNOR,2,17,31,105,1,3,1,0
LOGAN-:-ELKHART,LOGAN,107,LOGAN,ELKHART,369,LOGAN:ELKHART,GOVERNOR AND LIEUTENANT GOVERNOR,0,15,25,64,0,3,0,0
LOGAN-:-EMINENCE,LOGAN,107,LOGAN,EMINENCE,356,LOGAN:EMINENCE,GOVERNOR AND LIEUTENANT GOVERNOR,3,4,12,88,1,2,0,0
LOGAN-:-HURLBUT,LOGAN,107,LOGAN,HURLBUT,240,LOGAN:HURLBUT,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,12,56,1,2,0,0
LOGAN-:-LAKE FORK/LAENNA,LOGAN,107,LOGAN,LAKE FORK/LAENNA,504,LOGAN:LAKE FORK/LAENNA,GOVERNOR AND LIEUTENANT GOVERNOR,1,5,28,87,3,3,0,0
LOGAN-:-MT. PULASKI 1,LOGAN,107,LOGAN,MT. PULASKI 1,929,LOGAN:MT. PULASKI 1,GOVERNOR AND LIEUTENANT GOVERNOR,3,25,48,134,2,7,0,0
LOGAN-:-MT. PULASKI 2,LOGAN,107,LOGAN,MT. PULASKI 2,588,LOGAN:MT. PULASKI 2,GOVERNOR AND LIEUTENANT GOVERNOR,3,14,41,89,0,3,0,0
LOGAN-:-ORAN,LOGAN,107,LOGAN,ORAN,243,LOGAN:ORAN,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,18,46,0,2,0,0
LOGAN-:-ORVIL 1,LOGAN,107,LOGAN,ORVIL 1,410,LOGAN:ORVIL 1,GOVERNOR AND LIEUTENANT GOVERNOR,2,6,18,84,1,2,0,0
LOGAN-:-ORVIL 2,LOGAN,107,LOGAN,ORVIL 2,300,LOGAN:ORVIL 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,8,55,1,2,0,0
LOGAN-:-PRAIRIE CREEK,LOGAN,107,LOGAN,PRAIRIE CREEK,312,LOGAN:PRAIRIE CREEK,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,14,52,0,0,0,0
LOGAN-:-SHERIDAN,LOGAN,107,LOGAN,SHERIDAN,315,LOGAN:SHERIDAN,GOVERNOR AND LIEUTENANT GOVERNOR,1,6,23,62,1,1,0,0
LOGAN-:-WEST LINCOLN 1,LOGAN,107,LOGAN,WEST LINCOLN 1,849,LOGAN:WEST LINCOLN 1,GOVERNOR AND LIEUTENANT GOVERNOR,6,11,28,61,0,8,0,0
LOGAN-:-WEST LINCOLN 2,LOGAN,107,LOGAN,WEST LINCOLN 2,463,LOGAN:WEST LINCOLN 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,19,34,4,2,0,0
LOGAN-:-WEST LINCOLN 3,LOGAN,107,LOGAN,WEST LINCOLN 3,887,LOGAN:WEST LINCOLN 3,GOVERNOR AND LIEUTENANT GOVERNOR,3,18,49,113,2,9,2,0
LOGAN-:-WEST LINCOLN 4,LOGAN,107,LOGAN,WEST LINCOLN 4,597,LOGAN:WEST LINCOLN 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,27,31,70,0,4,0,0
LOGAN-:-WEST LINCOLN 5,LOGAN,107,LOGAN,WEST LINCOLN 5,777,LOGAN:WEST LINCOLN 5,GOVERNOR AND LIEUTENANT GOVERNOR,2,13,30,60,0,2,0,0
LOGAN-:-WEST LINCOLN 6,LOGAN,107,LOGAN,WEST LINCOLN 6,973,LOGAN:WEST LINCOLN 6,GOVERNOR AND LIEUTENANT GOVERNOR,4,13,41,94,3,3,1,0
LOGAN-:-WEST LINCOLN 7,LOGAN,107,LOGAN,WEST LINCOLN 7,622,LOGAN:WEST LINCOLN 7,GOVERNOR AND LIEUTENANT GOVERNOR,4,11,44,81,0,7,0,0
MACON-:-AUSTIN,MACON,115,MACON,AUSTIN,175,MACON:AUSTIN,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,9,36,0,0,0,0
MACON-:-BLUE MOUND,MACON,115,MACON,BLUE MOUND,641,MACON:BLUE MOUND,GOVERNOR AND LIEUTENANT GOVERNOR,1,25,42,117,1,6,0,0
MACON-:-DECATUR 1,MACON,115,MACON,DECATUR 1,893,MACON:DECATUR 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,7,11,1,1,0,0
MACON-:-DECATUR 10,MACON,115,MACON,DECATUR 10,1222,MACON:DECATUR 10,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,19,50,0,4,1,0
MACON-:-DECATUR 11,MACON,115,MACON,DECATUR 11,774,MACON:DECATUR 11,GOVERNOR AND LIEUTENANT GOVERNOR,3,29,30,52,2,8,0,0
MACON-:-DECATUR 12,MACON,115,MACON,DECATUR 12,1047,MACON:DECATUR 12,GOVERNOR AND LIEUTENANT GOVERNOR,0,22,57,115,2,2,0,0
MACON-:-DECATUR 13,MACON,115,MACON,DECATUR 13,1457,MACON:DECATUR 13,GOVERNOR AND LIEUTENANT GOVERNOR,7,27,72,125,1,0,0,0
MACON-:-DECATUR 14,MACON,115,MACON,DECATUR 14,646,MACON:DECATUR 14,GOVERNOR AND LIEUTENANT GOVERNOR,2,7,13,34,0,2,0,0
MACON-:-DECATUR 15,MACON,115,MACON,DECATUR 15,922,MACON:DECATUR 15,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,3,7,0,0,0,0
MACON-:-DECATUR 16,MACON,115,MACON,DECATUR 16,844,MACON:DECATUR 16,GOVERNOR AND LIEUTENANT GOVERNOR,4,14,33,57,0,0,0,0
MACON-:-DECATUR 17,MACON,115,MACON,DECATUR 17,1274,MACON:DECATUR 17,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,3,2,0,0,0,0
MACON-:-DECATUR 18,MACON,115,MACON,DECATUR 18,1387,MACON:DECATUR 18,GOVERNOR AND LIEUTENANT GOVERNOR,2,10,21,59,0,1,0,0
MACON-:-DECATUR 19,MACON,115,MACON,DECATUR 19,1433,MACON:DECATUR 19,GOVERNOR AND LIEUTENANT GOVERNOR,3,23,35,139,1,3,0,0
MACON-:-DECATUR 2,MACON,115,MACON,DECATUR 2,1506,MACON:DECATUR 2,GOVERNOR AND LIEUTENANT GOVERNOR,4,11,12,36,4,1,0,0
MACON-:-DECATUR 20,MACON,115,MACON,DECATUR 20,1466,MACON:DECATUR 20,GOVERNOR AND LIEUTENANT GOVERNOR,1,4,13,40,0,0,0,0
MACON-:-DECATUR 21,MACON,115,MACON,DECATUR 21,1426,MACON:DECATUR 21,GOVERNOR AND LIEUTENANT GOVERNOR,6,48,59,161,3,4,0,0
MACON-:-DECATUR 22,MACON,115,MACON,DECATUR 22,878,MACON:DECATUR 22,GOVERNOR AND LIEUTENANT GOVERNOR,2,2,2,10,0,0,0,0
MACON-:-DECATUR 23,MACON,115,MACON,DECATUR 23,1064,MACON:DECATUR 23,GOVERNOR AND LIEUTENANT GOVERNOR,1,12,17,31,1,0,0,0
MACON-:-DECATUR 24,MACON,115,MACON,DECATUR 24,1227,MACON:DECATUR 24,GOVERNOR AND LIEUTENANT GOVERNOR,1,4,21,54,3,0,0,0
MACON-:-DECATUR 25,MACON,115,MACON,DECATUR 25,456,MACON:DECATUR 25,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,15,14,0,0,0,0
MACON-:-DECATUR 26,MACON,115,MACON,DECATUR 26,1045,MACON:DECATUR 26,GOVERNOR AND LIEUTENANT GOVERNOR,1,20,47,120,1,3,0,0
MACON-:-DECATUR 27,MACON,115,MACON,DECATUR 27,713,MACON:DECATUR 27,GOVERNOR AND LIEUTENANT GOVERNOR,4,9,24,57,3,0,0,0
MACON-:-DECATUR 28,MACON,115,MACON,DECATUR 28,1208,MACON:DECATUR 28,GOVERNOR AND LIEUTENANT GOVERNOR,3,15,42,99,2,3,0,0
MACON-:-DECATUR 3,MACON,115,MACON,DECATUR 3,1577,MACON:DECATUR 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,11,32,0,1,0,0
MACON-:-DECATUR 4,MACON,115,MACON,DECATUR 4,1448,MACON:DECATUR 4,GOVERNOR AND LIEUTENANT GOVERNOR,2,9,11,41,3,2,0,0
MACON-:-DECATUR 5,MACON,115,MACON,DECATUR 5,912,MACON:DECATUR 5,GOVERNOR AND LIEUTENANT GOVERNOR,8,37,22,68,2,6,0,0
MACON-:-DECATUR 6,MACON,115,MACON,DECATUR 6,676,MACON:DECATUR 6,GOVERNOR AND LIEUTENANT GOVERNOR,2,36,43,77,3,5,0,0
MACON-:-DECATUR 7,MACON,115,MACON,DECATUR 7,771,MACON:DECATUR 7,GOVERNOR AND LIEUTENANT GOVERNOR,1,13,26,73,0,4,0,0
MACON-:-DECATUR 8,MACON,115,MACON,DECATUR 8,1366,MACON:DECATUR 8,GOVERNOR AND LIEUTENANT GOVERNOR,4,31,27,69,3,2,0,0
MACON-:-DECATUR 9,MACON,115,MACON,DECATUR 9,694,MACON:DECATUR 9,GOVERNOR AND LIEUTENANT GOVERNOR,2,11,27,23,0,4,0,0
MACON-:-FRIENDS CREEK,MACON,115,MACON,FRIENDS CREEK,1000,MACON:FRIENDS CREEK,GOVERNOR AND LIEUTENANT GOVERNOR,3,15,43,131,1,6,0,0
MACON-:-HARRISTOWN,MACON,115,MACON,HARRISTOWN,1324,MACON:HARRISTOWN,GOVERNOR AND LIEUTENANT GOVERNOR,2,26,49,192,4,13,0,0
MACON-:-HICKORY PT. 1,MACON,115,MACON,HICKORY PT. 1,2282,MACON:HICKORY PT. 1,GOVERNOR AND LIEUTENANT GOVERNOR,9,99,138,272,0,9,0,0
MACON-:-HICKORY PT. 10,MACON,115,MACON,HICKORY PT. 10,878,MACON:HICKORY PT. 10,GOVERNOR AND LIEUTENANT GOVERNOR,4,23,33,104,2,7,0,0
MACON-:-HICKORY PT. 11,MACON,115,MACON,HICKORY PT. 11,728,MACON:HICKORY PT. 11,GOVERNOR AND LIEUTENANT GOVERNOR,1,13,31,69,1,4,0,0
MACON-:-HICKORY PT. 2,MACON,115,MACON,HICKORY PT. 2,1250,MACON:HICKORY PT. 2,GOVERNOR AND LIEUTENANT GOVERNOR,12,42,64,171,0,1,0,0
MACON-:-HICKORY PT. 3,MACON,115,MACON,HICKORY PT. 3,854,MACON:HICKORY PT. 3,GOVERNOR AND LIEUTENANT GOVERNOR,1,14,45,98,1,5,0,0
MACON-:-HICKORY PT. 4,MACON,115,MACON,HICKORY PT. 4,1033,MACON:HICKORY PT. 4,GOVERNOR AND LIEUTENANT GOVERNOR,6,29,42,87,2,4,1,0
MACON-:-HICKORY PT. 5,MACON,115,MACON,HICKORY PT. 5,1140,MACON:HICKORY PT. 5,GOVERNOR AND LIEUTENANT GOVERNOR,1,12,22,66,0,2,0,0
MACON-:-HICKORY PT. 6,MACON,115,MACON,HICKORY PT. 6,1475,MACON:HICKORY PT. 6,GOVERNOR AND LIEUTENANT GOVERNOR,1,4,19,51,1,0,0,0
MACON-:-HICKORY PT. 7,MACON,115,MACON,HICKORY PT. 7,992,MACON:HICKORY PT. 7,GOVERNOR AND LIEUTENANT GOVERNOR,3,34,46,108,3,5,0,0
MACON-:-HICKORY PT. 8,MACON,115,MACON,HICKORY PT. 8,1106,MACON:HICKORY PT. 8,GOVERNOR AND LIEUTENANT GOVERNOR,1,27,52,163,2,3,0,0
MACON-:-HICKORY PT. 9,MACON,115,MACON,HICKORY PT. 9,746,MACON:HICKORY PT. 9,GOVERNOR AND LIEUTENANT GOVERNOR,1,13,30,73,0,3,0,0
MACON-:-ILLINI,MACON,115,MACON,ILLINI,920,MACON:ILLINI,GOVERNOR AND LIEUTENANT GOVERNOR,3,26,52,146,0,4,0,0
MACON-:-LONG CREEK 1,MACON,115,MACON,LONG CREEK 1,916,MACON:LONG CREEK 1,GOVERNOR AND LIEUTENANT GOVERNOR,7,40,47,119,2,4,0,0
MACON-:-LONG CREEK 2,MACON,115,MACON,LONG CREEK 2,1779,MACON:LONG CREEK 2,GOVERNOR AND LIEUTENANT GOVERNOR,6,49,110,360,6,6,0,0
MACON-:-LONG CREEK 3,MACON,115,MACON,LONG CREEK 3,956,MACON:LONG CREEK 3,GOVERNOR AND LIEUTENANT GOVERNOR,3,31,46,156,3,6,0,0
MACON-:-LONG CREEK 4,MACON,115,MACON,LONG CREEK 4,1360,MACON:LONG CREEK 4,GOVERNOR AND LIEUTENANT GOVERNOR,7,48,58,151,3,11,0,0
MACON-:-LONG CREEK 5,MACON,115,MACON,LONG CREEK 5,875,MACON:LONG CREEK 5,GOVERNOR AND LIEUTENANT GOVERNOR,3,26,53,79,2,11,0,0
MACON-:-LONG CREEK 6,MACON,115,MACON,LONG CREEK 6,1470,MACON:LONG CREEK 6,GOVERNOR AND LIEUTENANT GOVERNOR,13,50,93,237,4,5,0,0
MACON-:-LONG CREEK 7,MACON,115,MACON,LONG CREEK 7,965,MACON:LONG CREEK 7,GOVERNOR AND LIEUTENANT GOVERNOR,5,20,55,132,1,1,0,0
MACON-:-MAROA,MACON,115,MACON,MAROA,1315,MACON:MAROA,GOVERNOR AND LIEUTENANT GOVERNOR,2,47,48,177,0,5,0,0
MACON-:-MT. ZION 1,MACON,115,MACON,MT. ZION 1,2115,MACON:MT. ZION 1,GOVERNOR AND LIEUTENANT GOVERNOR,7,54,115,325,3,5,0,0
MACON-:-MT. ZION 2,MACON,115,MACON,MT. ZION 2,2462,MACON:MT. ZION 2,GOVERNOR AND LIEUTENANT GOVERNOR,8,51,110,348,6,10,0,0
MACON-:-MT. ZION 3,MACON,115,MACON,MT. ZION 3,668,MACON:MT. ZION 3,GOVERNOR AND LIEUTENANT GOVERNOR,3,24,36,138,1,2,0,0
MACON-:-NIANTIC,MACON,115,MACON,NIANTIC,497,MACON:NIANTIC,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,23,51,0,1,0,0
MACON-:-OAKLEY,MACON,115,MACON,OAKLEY,837,MACON:OAKLEY,GOVERNOR AND LIEUTENANT GOVERNOR,1,26,42,119,2,11,0,0
MACON-:-PLEASANT VIEW,MACON,115,MACON,PLEASANT VIEW,942,MACON:PLEASANT VIEW,GOVERNOR AND LIEUTENANT GOVERNOR,4,39,47,158,2,3,0,0
MACON-:-SOUTH MACON,MACON,115,MACON,SOUTH MACON,1071,MACON:SOUTH MACON,GOVERNOR AND LIEUTENANT GOVERNOR,9,29,42,197,1,4,0,0
MACON-:-SOUTH WHEATLAND 1,MACON,115,MACON,SOUTH WHEATLAND 1,1083,MACON:SOUTH WHEATLAND 1,GOVERNOR AND LIEUTENANT GOVERNOR,1,53,92,210,3,3,0,0
MACON-:-SOUTH WHEATLAND 2,MACON,115,MACON,SOUTH WHEATLAND 2,1372,MACON:SOUTH WHEATLAND 2,GOVERNOR AND LIEUTENANT GOVERNOR,2,25,50,189,8,3,2,0
MACON-:-SOUTH WHEATLAND 3,MACON,115,MACON,SOUTH WHEATLAND 3,781,MACON:SOUTH WHEATLAND 3,GOVERNOR AND LIEUTENANT GOVERNOR,3,19,41,130,0,3,0,0
MACON-:-WHITMORE 1,MACON,115,MACON,WHITMORE 1,1440,MACON:WHITMORE 1,GOVERNOR AND LIEUTENANT GOVERNOR,4,21,63,181,0,11,1,0
MACON-:-WHITMORE 2,MACON,115,MACON,WHITMORE 2,1574,MACON:WHITMORE 2,GOVERNOR AND LIEUTENANT GOVERNOR,1,18,33,117,1,1,0,0
MACOUPIN-:-BARR,MACOUPIN,117,MACOUPIN,BARR,231,MACOUPIN:BARR,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,7,38,0,2,0,0
MACOUPIN-:-BIRD,MACOUPIN,117,MACOUPIN,BIRD,226,MACOUPIN:BIRD,GOVERNOR AND LIEUTENANT GOVERNOR,1,8,5,56,0,0,0,0
MACOUPIN-:-BRIGHTON 1,MACOUPIN,117,MACOUPIN,BRIGHTON 1,961,MACOUPIN:BRIGHTON 1,GOVERNOR AND LIEUTENANT GOVERNOR,8,27,19,102,2,1,0,0
MACOUPIN-:-BRIGHTON 2,MACOUPIN,117,MACOUPIN,BRIGHTON 2,1031,MACOUPIN:BRIGHTON 2,GOVERNOR AND LIEUTENANT GOVERNOR,2,36,24,99,1,1,0,0
MACOUPIN-:-BRIGHTON 3,MACOUPIN,117,MACOUPIN,BRIGHTON 3,865,MACOUPIN:BRIGHTON 3,GOVERNOR AND LIEUTENANT GOVERNOR,4,10,10,103,0,0,0,0
MACOUPIN-:-BRUSHY MOUND,MACOUPIN,117,MACOUPIN,BRUSHY MOUND,560,MACOUPIN:BRUSHY MOUND,GOVERNOR AND LIEUTENANT GOVERNOR,3,24,4,68,0,1,0,0
MACOUPIN-:-BUNKER HILL 1,MACOUPIN,117,MACOUPIN,BUNKER HILL 1,760,MACOUPIN:BUNKER HILL 1,GOVERNOR AND LIEUTENANT GOVERNOR,4,16,8,68,1,3,0,0
MACOUPIN-:-BUNKER HILL 2,MACOUPIN,117,MACOUPIN,BUNKER HILL 2,733,MACOUPIN:BUNKER HILL 2,GOVERNOR AND LIEUTENANT GOVERNOR,5,20,9,93,0,1,0,0
MACOUPIN-:-BUNKER HILL 3,MACOUPIN,117,MACOUPIN,BUNKER HILL 3,767,MACOUPIN:BUNKER HILL 3,GOVERNOR AND LIEUTENANT GOVERNOR,5,14,10,76,0,3,0,0
MACOUPIN-:-CAHOKIA 1,MACOUPIN,117,MACOUPIN,CAHOKIA 1,1033,MACOUPIN:CAHOKIA 1,GOVERNOR AND LIEUTENANT GOVERNOR,4,20,15,71,0,0,0,0
MACOUPIN-:-CAHOKIA 2,MACOUPIN,117,MACOUPIN,CAHOKIA 2,1088,MACOUPIN:CAHOKIA 2,GOVERNOR AND LIEUTENANT GOVERNOR,1,14,13,58,0,1,0,0
MACOUPIN-:-CARLINVILLE 1,MACOUPIN,117,MACOUPIN,CARLINVILLE 1,1028,MACOUPIN:CARLINVILLE 1,GOVERNOR AND LIEUTENANT GOVERNOR,4,39,5,95,1,1,0,0
MACOUPIN-:-CARLINVILLE 2,MACOUPIN,117,MACOUPIN,CARLINVILLE 2,751,MACOUPIN:CARLINVILLE 2,GOVERNOR AND LIEUTENANT GOVERNOR,1,19,5,65,0,1,0,0
MACOUPIN-:-CARLINVILLE 3,MACOUPIN,117,MACOUPIN,CARLINVILLE 3,993,MACOUPIN:CARLINVILLE 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,22,16,96,0,0,0,0
MACOUPIN-:-CARLINVILLE 4,MACOUPIN,117,MACOUPIN,CARLINVILLE 4,875,MACOUPIN:CARLINVILLE 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,13,7,76,1,2,0,0
