UNIQUE_ID,JurisName,COUNTYFP,CountyName,PrecinctName,Registration,NAME20,ContestName,Paul Schimpf,Richard C. Irvin,Jesse Sullivan,Darren Bailey,Max Solomon,Gary Rabine,Write-In,Keisha S. Smith
ADAMS-:-BEVERLY PCT 1,ADAMS,1,ADAMS,BEVERLY PCT 1,0,ADAMS:BEVERLY PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,3,73,0,0,0,0
ADAMS-:-BURTON PCT 1,ADAMS,1,ADAMS,BURTON PCT 1,0,ADAMS:BURTON PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,1,27,7,201,1,3,0,0
ADAMS-:-CAMP POINT PCT 1,ADAMS,1,ADAMS,CAMP POINT PCT 1,0,ADAMS:CAMP POINT PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,1,9,10,148,2,7,0,0
ADAMS-:-CAMP POINT PCT 2,ADAMS,1,ADAMS,CAMP POINT PCT 2,0,ADAMS:CAMP POINT PCT 2,GOVERNOR AND LIEUTENANT GOVERNOR,2,18,12,171,1,2,0,0
ADAMS-:-CLAYTON PCT 1,ADAMS,1,ADAMS,CLAYTON PCT 1,0,ADAMS:CLAYTON PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,14,164,0,1,0,0
ADAMS-:-COLUMBUS PCT 1,ADAMS,1,ADAMS,COLUMBUS PCT 1,0,ADAMS:COLUMBUS PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,15,10,166,0,3,0,0
ADAMS-:-CONCORD PCT 1,ADAMS,1,ADAMS,CONCORD PCT 1,0,ADAMS:CONCORD PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,1,3,7,33,0,0,0,0
ADAMS-:-ELLINGTON PCT 1,ADAMS,1,ADAMS,ELLINGTON PCT 1,0,ADAMS:ELLINGTON PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,2,28,13,213,1,2,0,0
ADAMS-:-ELLINGTON PCT 2,ADAMS,1,ADAMS,ELLINGTON PCT 2,0,ADAMS:ELLINGTON PCT 2,GOVERNOR AND LIEUTENANT GOVERNOR,4,12,18,165,0,4,0,0
ADAMS-:-ELLINGTON PCT 3,ADAMS,1,ADAMS,ELLINGTON PCT 3,0,ADAMS:ELLINGTON PCT 3,GOVERNOR AND LIEUTENANT GOVERNOR,1,21,14,112,0,2,0,0
ADAMS-:-FALL CREEK PCT 1,ADAMS,1,ADAMS,FALL CREEK PCT 1,0,ADAMS:FALL CREEK PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,1,8,8,134,0,3,0,0
ADAMS-:-GILMER PCT 1,ADAMS,1,ADAMS,GILMER PCT 1,0,ADAMS:GILMER PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,4,19,12,249,1,2,0,0
ADAMS-:-HONEY CREEK PCT 1,ADAMS,1,ADAMS,HONEY CREEK PCT 1,0,ADAMS:HONEY CREEK PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,1,14,10,152,1,2,0,0
ADAMS-:-HOUSTON PCT 1,ADAMS,1,ADAMS,HOUSTON PCT 1,0,ADAMS:HOUSTON PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,1,7,2,48,0,2,0,0
ADAMS-:-KEENE PCT 1,ADAMS,1,ADAMS,KEENE PCT 1,0,ADAMS:KEENE PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,4,107,0,0,0,0
ADAMS-:-LIBERTY PCT 1,ADAMS,1,ADAMS,LIBERTY PCT 1,0,ADAMS:LIBERTY PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,1,19,13,300,1,4,0,0
ADAMS-:-LIMA PCT 1,ADAMS,1,ADAMS,LIMA PCT 1,0,ADAMS:LIMA PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,1,10,10,115,0,2,0,0
ADAMS-:-MCKEE PCT 1,ADAMS,1,ADAMS,MCKEE PCT 1,0,ADAMS:MCKEE PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,1,39,0,0,0,0
ADAMS-:-MELROSE PCT 1,ADAMS,1,ADAMS,MELROSE PCT 1,0,ADAMS:MELROSE PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,3,21,14,156,0,6,0,0
ADAMS-:-MELROSE PCT 2,ADAMS,1,ADAMS,MELROSE PCT 2,0,ADAMS:MELROSE PCT 2,GOVERNOR AND LIEUTENANT GOVERNOR,4,23,15,236,2,1,0,0
ADAMS-:-MELROSE PCT 3,ADAMS,1,ADAMS,MELROSE PCT 3,0,ADAMS:MELROSE PCT 3,GOVERNOR AND LIEUTENANT GOVERNOR,1,36,7,117,1,3,0,0
ADAMS-:-MELROSE PCT 4,ADAMS,1,ADAMS,MELROSE PCT 4,0,ADAMS:MELROSE PCT 4,GOVERNOR AND LIEUTENANT GOVERNOR,2,31,14,111,1,2,0,0
ADAMS-:-MELROSE PCT 5,ADAMS,1,ADAMS,MELROSE PCT 5,0,ADAMS:MELROSE PCT 5,GOVERNOR AND LIEUTENANT GOVERNOR,3,31,11,120,1,3,0,0
ADAMS-:-MELROSE PCT 6,ADAMS,1,ADAMS,MELROSE PCT 6,0,ADAMS:MELROSE PCT 6,GOVERNOR AND LIEUTENANT GOVERNOR,4,19,12,170,0,1,0,0
ADAMS-:-MENDON PCT 1,ADAMS,1,ADAMS,MENDON PCT 1,0,ADAMS:MENDON PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,2,17,8,160,0,2,0,0
ADAMS-:-MENDON PCT 2,ADAMS,1,ADAMS,MENDON PCT 2,0,ADAMS:MENDON PCT 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,8,125,0,3,0,0
ADAMS-:-NORTHEAST PCT 1,ADAMS,1,ADAMS,NORTHEAST PCT 1,0,ADAMS:NORTHEAST PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,5,4,9,182,2,5,0,0
ADAMS-:-PAYSON PCT 1,ADAMS,1,ADAMS,PAYSON PCT 1,0,ADAMS:PAYSON PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,3,18,10,172,0,1,0,0
ADAMS-:-PAYSON PCT 2,ADAMS,1,ADAMS,PAYSON PCT 2,0,ADAMS:PAYSON PCT 2,GOVERNOR AND LIEUTENANT GOVERNOR,1,5,6,123,2,5,0,0
ADAMS-:-QUINCY PCT 1,ADAMS,1,ADAMS,QUINCY PCT 1,0,ADAMS:QUINCY PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,27,15,91,1,2,0,0
ADAMS-:-QUINCY PCT 10,ADAMS,1,ADAMS,QUINCY PCT 10,0,ADAMS:QUINCY PCT 10,GOVERNOR AND LIEUTENANT GOVERNOR,1,5,1,41,1,0,0,0
ADAMS-:-QUINCY PCT 11,ADAMS,1,ADAMS,QUINCY PCT 11,0,ADAMS:QUINCY PCT 11,GOVERNOR AND LIEUTENANT GOVERNOR,4,10,13,100,0,1,0,0
ADAMS-:-QUINCY PCT 12,ADAMS,1,ADAMS,QUINCY PCT 12,0,ADAMS:QUINCY PCT 12,GOVERNOR AND LIEUTENANT GOVERNOR,1,6,5,72,1,1,0,0
ADAMS-:-QUINCY PCT 13,ADAMS,1,ADAMS,QUINCY PCT 13,0,ADAMS:QUINCY PCT 13,GOVERNOR AND LIEUTENANT GOVERNOR,1,9,5,66,2,2,0,0
ADAMS-:-QUINCY PCT 14,ADAMS,1,ADAMS,QUINCY PCT 14,0,ADAMS:QUINCY PCT 14,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,8,49,1,0,0,0
ADAMS-:-QUINCY PCT 15,ADAMS,1,ADAMS,QUINCY PCT 15,0,ADAMS:QUINCY PCT 15,GOVERNOR AND LIEUTENANT GOVERNOR,2,34,19,110,2,2,0,0
ADAMS-:-QUINCY PCT 16,ADAMS,1,ADAMS,QUINCY PCT 16,0,ADAMS:QUINCY PCT 16,GOVERNOR AND LIEUTENANT GOVERNOR,3,23,20,124,1,3,0,0
ADAMS-:-QUINCY PCT 17,ADAMS,1,ADAMS,QUINCY PCT 17,0,ADAMS:QUINCY PCT 17,GOVERNOR AND LIEUTENANT GOVERNOR,2,23,5,84,1,1,0,0
ADAMS-:-QUINCY PCT 18,ADAMS,1,ADAMS,QUINCY PCT 18,0,ADAMS:QUINCY PCT 18,GOVERNOR AND LIEUTENANT GOVERNOR,0,32,30,154,0,4,0,0
ADAMS-:-QUINCY PCT 19,ADAMS,1,ADAMS,QUINCY PCT 19,0,ADAMS:QUINCY PCT 19,GOVERNOR AND LIEUTENANT GOVERNOR,1,10,2,31,0,0,0,0
ADAMS-:-QUINCY PCT 2,ADAMS,1,ADAMS,QUINCY PCT 2,0,ADAMS:QUINCY PCT 2,GOVERNOR AND LIEUTENANT GOVERNOR,2,16,11,75,6,1,0,0
ADAMS-:-QUINCY PCT 20,ADAMS,1,ADAMS,QUINCY PCT 20,0,ADAMS:QUINCY PCT 20,GOVERNOR AND LIEUTENANT GOVERNOR,3,41,14,103,0,3,0,0
ADAMS-:-QUINCY PCT 21,ADAMS,1,ADAMS,QUINCY PCT 21,0,ADAMS:QUINCY PCT 21,GOVERNOR AND LIEUTENANT GOVERNOR,3,32,26,114,5,1,0,0
ADAMS-:-QUINCY PCT 22,ADAMS,1,ADAMS,QUINCY PCT 22,0,ADAMS:QUINCY PCT 22,GOVERNOR AND LIEUTENANT GOVERNOR,3,26,15,82,1,0,0,0
ADAMS-:-QUINCY PCT 23,ADAMS,1,ADAMS,QUINCY PCT 23,0,ADAMS:QUINCY PCT 23,GOVERNOR AND LIEUTENANT GOVERNOR,1,22,5,105,0,4,0,0
ADAMS-:-QUINCY PCT 24,ADAMS,1,ADAMS,QUINCY PCT 24,0,ADAMS:QUINCY PCT 24,GOVERNOR AND LIEUTENANT GOVERNOR,4,43,22,198,1,2,0,0
ADAMS-:-QUINCY PCT 25,ADAMS,1,ADAMS,QUINCY PCT 25,0,ADAMS:QUINCY PCT 25,GOVERNOR AND LIEUTENANT GOVERNOR,1,48,23,174,1,2,0,0
ADAMS-:-QUINCY PCT 26,ADAMS,1,ADAMS,QUINCY PCT 26,0,ADAMS:QUINCY PCT 26,GOVERNOR AND LIEUTENANT GOVERNOR,2,58,18,96,0,1,0,0
ADAMS-:-QUINCY PCT 27,ADAMS,1,ADAMS,QUINCY PCT 27,0,ADAMS:QUINCY PCT 27,GOVERNOR AND LIEUTENANT GOVERNOR,5,52,16,154,3,2,0,0
ADAMS-:-QUINCY PCT 28,ADAMS,1,ADAMS,QUINCY PCT 28,0,ADAMS:QUINCY PCT 28,GOVERNOR AND LIEUTENANT GOVERNOR,4,36,13,145,2,2,0,0
ADAMS-:-QUINCY PCT 29,ADAMS,1,ADAMS,QUINCY PCT 29,0,ADAMS:QUINCY PCT 29,GOVERNOR AND LIEUTENANT GOVERNOR,2,30,17,137,1,3,0,0
ADAMS-:-QUINCY PCT 3,ADAMS,1,ADAMS,QUINCY PCT 3,0,ADAMS:QUINCY PCT 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,7,49,2,0,0,0
ADAMS-:-QUINCY PCT 30,ADAMS,1,ADAMS,QUINCY PCT 30,0,ADAMS:QUINCY PCT 30,GOVERNOR AND LIEUTENANT GOVERNOR,5,17,15,100,2,6,0,0
ADAMS-:-QUINCY PCT 31,ADAMS,1,ADAMS,QUINCY PCT 31,0,ADAMS:QUINCY PCT 31,GOVERNOR AND LIEUTENANT GOVERNOR,1,39,13,148,0,4,0,0
ADAMS-:-QUINCY PCT 32,ADAMS,1,ADAMS,QUINCY PCT 32,0,ADAMS:QUINCY PCT 32,GOVERNOR AND LIEUTENANT GOVERNOR,2,20,11,118,1,4,0,0
ADAMS-:-QUINCY PCT 33,ADAMS,1,ADAMS,QUINCY PCT 33,0,ADAMS:QUINCY PCT 33,GOVERNOR AND LIEUTENANT GOVERNOR,4,7,14,107,1,1,0,0
ADAMS-:-QUINCY PCT 34,ADAMS,1,ADAMS,QUINCY PCT 34,0,ADAMS:QUINCY PCT 34,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,10,49,0,1,0,0
ADAMS-:-QUINCY PCT 35,ADAMS,1,ADAMS,QUINCY PCT 35,0,ADAMS:QUINCY PCT 35,GOVERNOR AND LIEUTENANT GOVERNOR,6,14,12,114,0,2,0,0
ADAMS-:-QUINCY PCT 36,ADAMS,1,ADAMS,QUINCY PCT 36,0,ADAMS:QUINCY PCT 36,GOVERNOR AND LIEUTENANT GOVERNOR,1,5,5,35,1,0,0,0
ADAMS-:-QUINCY PCT 37,ADAMS,1,ADAMS,QUINCY PCT 37,0,ADAMS:QUINCY PCT 37,GOVERNOR AND LIEUTENANT GOVERNOR,3,5,8,49,0,1,0,0
ADAMS-:-QUINCY PCT 38,ADAMS,1,ADAMS,QUINCY PCT 38,0,ADAMS:QUINCY PCT 38,GOVERNOR AND LIEUTENANT GOVERNOR,1,6,4,60,2,2,0,0
ADAMS-:-QUINCY PCT 39,ADAMS,1,ADAMS,QUINCY PCT 39,0,ADAMS:QUINCY PCT 39,GOVERNOR AND LIEUTENANT GOVERNOR,4,11,7,35,0,2,0,0
ADAMS-:-QUINCY PCT 4,ADAMS,1,ADAMS,QUINCY PCT 4,0,ADAMS:QUINCY PCT 4,GOVERNOR AND LIEUTENANT GOVERNOR,2,16,3,91,0,1,0,0
ADAMS-:-QUINCY PCT 40,ADAMS,1,ADAMS,QUINCY PCT 40,0,ADAMS:QUINCY PCT 40,GOVERNOR AND LIEUTENANT GOVERNOR,4,7,10,32,0,1,0,0
ADAMS-:-QUINCY PCT 5,ADAMS,1,ADAMS,QUINCY PCT 5,0,ADAMS:QUINCY PCT 5,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,3,40,0,1,0,0
ADAMS-:-QUINCY PCT 6,ADAMS,1,ADAMS,QUINCY PCT 6,0,ADAMS:QUINCY PCT 6,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,0,15,0,0,0,0
ADAMS-:-QUINCY PCT 7,ADAMS,1,ADAMS,QUINCY PCT 7,0,ADAMS:QUINCY PCT 7,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,2,6,0,0,0,0
ADAMS-:-QUINCY PCT 8,ADAMS,1,ADAMS,QUINCY PCT 8,0,ADAMS:QUINCY PCT 8,GOVERNOR AND LIEUTENANT GOVERNOR,1,13,8,89,0,2,0,0
ADAMS-:-QUINCY PCT 9,ADAMS,1,ADAMS,QUINCY PCT 9,0,ADAMS:QUINCY PCT 9,GOVERNOR AND LIEUTENANT GOVERNOR,2,30,12,132,1,1,0,0
ADAMS-:-RICHFIELD PCT 1,ADAMS,1,ADAMS,RICHFIELD PCT 1,0,ADAMS:RICHFIELD PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,1,11,0,83,0,2,0,0
ADAMS-:-RIVERSIDE PCT 1,ADAMS,1,ADAMS,RIVERSIDE PCT 1,0,ADAMS:RIVERSIDE PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,1,16,9,133,2,2,0,0
ADAMS-:-RIVERSIDE PCT 2,ADAMS,1,ADAMS,RIVERSIDE PCT 2,0,ADAMS:RIVERSIDE PCT 2,GOVERNOR AND LIEUTENANT GOVERNOR,4,15,12,104,1,4,0,0
ADAMS-:-RIVERSIDE PCT 3,ADAMS,1,ADAMS,RIVERSIDE PCT 3,0,ADAMS:RIVERSIDE PCT 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,50,24,168,1,3,0,0
ADAMS-:-URSA PCT 1,ADAMS,1,ADAMS,URSA PCT 1,0,ADAMS:URSA PCT 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,21,16,238,0,4,0,0
ALEXANDER-:-CACHE,ALEXANDER,3,ALEXANDER,CACHE,205,ALEXANDER:CACHE,GOVERNOR AND LIEUTENANT GOVERNOR,1,3,0,2,0,0,0,0
ALEXANDER-:-CAIRO 1,ALEXANDER,3,ALEXANDER,CAIRO 1,376,ALEXANDER:CAIRO 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,0,0,0,1,0,0
ALEXANDER-:-CAIRO 2,ALEXANDER,3,ALEXANDER,CAIRO 2,248,ALEXANDER:CAIRO 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,0,1,0,0,0,0
ALEXANDER-:-CAIRO 3,ALEXANDER,3,ALEXANDER,CAIRO 3,173,ALEXANDER:CAIRO 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,0,1,0,0,0,0
ALEXANDER-:-CAIRO 4,ALEXANDER,3,ALEXANDER,CAIRO 4,542,ALEXANDER:CAIRO 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,1,10,0,0,0,0
ALEXANDER-:-CAIRO 5,ALEXANDER,3,ALEXANDER,CAIRO 5,303,ALEXANDER:CAIRO 5,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,0,1,0,0,0,0
ALEXANDER-:-MCCLURE,ALEXANDER,3,ALEXANDER,MCCLURE,643,ALEXANDER:MCCLURE,GOVERNOR AND LIEUTENANT GOVERNOR,1,7,3,27,0,1,0,0
ALEXANDER-:-OLIVE BRANCH,ALEXANDER,3,ALEXANDER,OLIVE BRANCH,616,ALEXANDER:OLIVE BRANCH,GOVERNOR AND LIEUTENANT GOVERNOR,2,8,0,35,2,4,0,0
ALEXANDER-:-SANDUSKY,ALEXANDER,3,ALEXANDER,SANDUSKY,269,ALEXANDER:SANDUSKY,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,0,6,0,1,0,0
ALEXANDER-:-TAMMS,ALEXANDER,3,ALEXANDER,TAMMS,954,ALEXANDER:TAMMS,GOVERNOR AND LIEUTENANT GOVERNOR,4,6,1,69,0,1,0,0
ALEXANDER-:-THEBES,ALEXANDER,3,ALEXANDER,THEBES,539,ALEXANDER:THEBES,GOVERNOR AND LIEUTENANT GOVERNOR,3,7,5,35,0,2,0,0
BOND-:-BURGESS 1,BOND,5,BOND,BURGESS 1,638,BOND:BURGESS 1,GOVERNOR AND LIEUTENANT GOVERNOR,6,5,7,83,3,3,1,0
BOND-:-BURGESS 2,BOND,5,BOND,BURGESS 2,466,BOND:BURGESS 2,GOVERNOR AND LIEUTENANT GOVERNOR,3,4,6,69,1,1,0,0
BOND-:-BURGESS 3,BOND,5,BOND,BURGESS 3,482,BOND:BURGESS 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,6,90,0,2,0,0
BOND-:-CENTRAL 1,BOND,5,BOND,CENTRAL 1,717,BOND:CENTRAL 1,GOVERNOR AND LIEUTENANT GOVERNOR,3,44,20,112,2,1,0,0
BOND-:-CENTRAL 1-A,BOND,5,BOND,CENTRAL 1-A,576,BOND:CENTRAL 1-A,GOVERNOR AND LIEUTENANT GOVERNOR,4,32,15,77,0,2,0,0
BOND-:-CENTRAL 2,BOND,5,BOND,CENTRAL 2,347,BOND:CENTRAL 2,GOVERNOR AND LIEUTENANT GOVERNOR,2,3,12,51,0,2,0,0
BOND-:-CENTRAL 3,BOND,5,BOND,CENTRAL 3,379,BOND:CENTRAL 3,GOVERNOR AND LIEUTENANT GOVERNOR,1,7,4,31,0,0,0,0
BOND-:-CENTRAL 4,BOND,5,BOND,CENTRAL 4,1005,BOND:CENTRAL 4,GOVERNOR AND LIEUTENANT GOVERNOR,3,10,13,82,0,4,0,0
BOND-:-CENTRAL 6,BOND,5,BOND,CENTRAL 6,461,BOND:CENTRAL 6,GOVERNOR AND LIEUTENANT GOVERNOR,2,15,12,64,2,4,0,0
BOND-:-CENTRAL 7,BOND,5,BOND,CENTRAL 7,494,BOND:CENTRAL 7,GOVERNOR AND LIEUTENANT GOVERNOR,2,9,8,62,0,3,0,0
BOND-:-LAGRANGE,BOND,5,BOND,LAGRANGE,917,BOND:LAGRANGE,GOVERNOR AND LIEUTENANT GOVERNOR,11,23,17,163,0,1,0,0
BOND-:-MILLS,BOND,5,BOND,MILLS,402,BOND:MILLS,GOVERNOR AND LIEUTENANT GOVERNOR,4,8,5,84,0,0,0,0
BOND-:-MULBERRY GROVE 1,BOND,5,BOND,MULBERRY GROVE 1,519,BOND:MULBERRY GROVE 1,GOVERNOR AND LIEUTENANT GOVERNOR,2,4,4,84,0,1,0,0
BOND-:-MULBERRY GROVE 2,BOND,5,BOND,MULBERRY GROVE 2,327,BOND:MULBERRY GROVE 2,GOVERNOR AND LIEUTENANT GOVERNOR,3,4,1,49,0,1,0,0
BOND-:-OLD RIPLEY,BOND,5,BOND,OLD RIPLEY,658,BOND:OLD RIPLEY,GOVERNOR AND LIEUTENANT GOVERNOR,2,7,11,97,1,4,0,0
BOND-:-PLEASANT MOUND 1,BOND,5,BOND,PLEASANT MOUND 1,327,BOND:PLEASANT MOUND 1,GOVERNOR AND LIEUTENANT GOVERNOR,1,5,5,51,0,1,0,0
BOND-:-PLEASANT MOUND 2,BOND,5,BOND,PLEASANT MOUND 2,391,BOND:PLEASANT MOUND 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,1,40,2,1,0,0
BOND-:-SHOAL CREEK 1,BOND,5,BOND,SHOAL CREEK 1,1027,BOND:SHOAL CREEK 1,GOVERNOR AND LIEUTENANT GOVERNOR,2,11,15,134,3,2,0,0
BOND-:-SHOAL CREEK 2,BOND,5,BOND,SHOAL CREEK 2,167,BOND:SHOAL CREEK 2,GOVERNOR AND LIEUTENANT GOVERNOR,2,1,5,24,1,3,0,0
BOND-:-TAMALCO,BOND,5,BOND,TAMALCO,343,BOND:TAMALCO,GOVERNOR AND LIEUTENANT GOVERNOR,3,2,7,41,1,0,0,0
BOONE-:-BELVIDERE 1,BOONE,7,BOONE,BELVIDERE 1,207,BOONE:BELVIDERE 1,GOVERNOR AND LIEUTENANT GOVERNOR,2,8,1,12,0,6,0,0
BOONE-:-BELVIDERE 10,BOONE,7,BOONE,BELVIDERE 10,1072,BOONE:BELVIDERE 10,GOVERNOR AND LIEUTENANT GOVERNOR,6,22,35,124,6,20,0,0
BOONE-:-BELVIDERE 11,BOONE,7,BOONE,BELVIDERE 11,499,BOONE:BELVIDERE 11,GOVERNOR AND LIEUTENANT GOVERNOR,1,16,25,53,0,7,0,0
BOONE-:-BELVIDERE 12,BOONE,7,BOONE,BELVIDERE 12,244,BOONE:BELVIDERE 12,GOVERNOR AND LIEUTENANT GOVERNOR,1,13,4,26,0,5,0,0
BOONE-:-BELVIDERE 13,BOONE,7,BOONE,BELVIDERE 13,1215,BOONE:BELVIDERE 13,GOVERNOR AND LIEUTENANT GOVERNOR,9,48,53,174,6,24,0,0
BOONE-:-BELVIDERE 14,BOONE,7,BOONE,BELVIDERE 14,1400,BOONE:BELVIDERE 14,GOVERNOR AND LIEUTENANT GOVERNOR,6,51,54,149,5,21,0,0
BOONE-:-BELVIDERE 15,BOONE,7,BOONE,BELVIDERE 15,341,BOONE:BELVIDERE 15,GOVERNOR AND LIEUTENANT GOVERNOR,2,19,16,29,0,10,0,0
BOONE-:-BELVIDERE 16,BOONE,7,BOONE,BELVIDERE 16,1352,BOONE:BELVIDERE 16,GOVERNOR AND LIEUTENANT GOVERNOR,8,63,64,189,8,31,0,0
BOONE-:-BELVIDERE 17,BOONE,7,BOONE,BELVIDERE 17,1484,BOONE:BELVIDERE 17,GOVERNOR AND LIEUTENANT GOVERNOR,8,69,60,211,3,31,1,0
BOONE-:-BELVIDERE 18,BOONE,7,BOONE,BELVIDERE 18,1455,BOONE:BELVIDERE 18,GOVERNOR AND LIEUTENANT GOVERNOR,7,80,55,244,6,35,1,0
BOONE-:-BELVIDERE 2,BOONE,7,BOONE,BELVIDERE 2,762,BOONE:BELVIDERE 2,GOVERNOR AND LIEUTENANT GOVERNOR,1,17,34,61,3,13,0,0
BOONE-:-BELVIDERE 3,BOONE,7,BOONE,BELVIDERE 3,824,BOONE:BELVIDERE 3,GOVERNOR AND LIEUTENANT GOVERNOR,6,18,26,103,5,8,0,0
BOONE-:-BELVIDERE 4,BOONE,7,BOONE,BELVIDERE 4,1349,BOONE:BELVIDERE 4,GOVERNOR AND LIEUTENANT GOVERNOR,4,20,31,84,4,17,0,0
BOONE-:-BELVIDERE 5,BOONE,7,BOONE,BELVIDERE 5,381,BOONE:BELVIDERE 5,GOVERNOR AND LIEUTENANT GOVERNOR,1,10,11,31,2,4,0,0
BOONE-:-BELVIDERE 6,BOONE,7,BOONE,BELVIDERE 6,933,BOONE:BELVIDERE 6,GOVERNOR AND LIEUTENANT GOVERNOR,4,23,21,84,7,14,0,0
BOONE-:-BELVIDERE 7,BOONE,7,BOONE,BELVIDERE 7,789,BOONE:BELVIDERE 7,GOVERNOR AND LIEUTENANT GOVERNOR,2,12,31,51,4,5,0,0
BOONE-:-BELVIDERE 8,BOONE,7,BOONE,BELVIDERE 8,370,BOONE:BELVIDERE 8,GOVERNOR AND LIEUTENANT GOVERNOR,1,10,21,38,1,6,0,0
BOONE-:-BELVIDERE 9,BOONE,7,BOONE,BELVIDERE 9,1090,BOONE:BELVIDERE 9,GOVERNOR AND LIEUTENANT GOVERNOR,5,35,32,88,4,20,1,0
BOONE-:-BONUS 1,BOONE,7,BOONE,BONUS 1,1385,BOONE:BONUS 1,GOVERNOR AND LIEUTENANT GOVERNOR,13,52,55,211,5,36,1,0
BOONE-:-BONUS 2,BOONE,7,BOONE,BONUS 2,1135,BOONE:BONUS 2,GOVERNOR AND LIEUTENANT GOVERNOR,3,23,17,89,0,19,0,0
BOONE-:-BOONE 1,BOONE,7,BOONE,BOONE 1,972,BOONE:BOONE 1,GOVERNOR AND LIEUTENANT GOVERNOR,8,24,18,128,0,42,0,0
BOONE-:-CALEDONIA 1,BOONE,7,BOONE,CALEDONIA 1,195,BOONE:CALEDONIA 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,9,31,0,10,0,0
BOONE-:-CALEDONIA 2,BOONE,7,BOONE,CALEDONIA 2,1295,BOONE:CALEDONIA 2,GOVERNOR AND LIEUTENANT GOVERNOR,2,27,25,90,3,22,0,0
BOONE-:-CALEDONIA 3,BOONE,7,BOONE,CALEDONIA 3,1111,BOONE:CALEDONIA 3,GOVERNOR AND LIEUTENANT GOVERNOR,6,19,15,105,3,18,0,0
BOONE-:-CALEDONIA 4,BOONE,7,BOONE,CALEDONIA 4,1039,BOONE:CALEDONIA 4,GOVERNOR AND LIEUTENANT GOVERNOR,6,55,34,144,2,26,0,0
BOONE-:-CALEDONIA 5,BOONE,7,BOONE,CALEDONIA 5,910,BOONE:CALEDONIA 5,GOVERNOR AND LIEUTENANT GOVERNOR,4,33,17,94,2,13,0,0
BOONE-:-FLORA 1,BOONE,7,BOONE,FLORA 1,994,BOONE:FLORA 1,GOVERNOR AND LIEUTENANT GOVERNOR,1,26,27,71,5,8,0,0
BOONE-:-FLORA 2,BOONE,7,BOONE,FLORA 2,504,BOONE:FLORA 2,GOVERNOR AND LIEUTENANT GOVERNOR,2,11,19,93,2,24,1,0
BOONE-:-FLORA 3,BOONE,7,BOONE,FLORA 3,96,BOONE:FLORA 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,6,16,1,3,0,0
BOONE-:-LE ROY,BOONE,7,BOONE,LE ROY,324,BOONE:LE ROY,GOVERNOR AND LIEUTENANT GOVERNOR,4,11,10,53,1,22,0,0
BOONE-:-MANCHESTER,BOONE,7,BOONE,MANCHESTER,628,BOONE:MANCHESTER,GOVERNOR AND LIEUTENANT GOVERNOR,3,33,17,128,5,25,1,0
BOONE-:-POPLAR GROVE 1,BOONE,7,BOONE,POPLAR GROVE 1,144,BOONE:POPLAR GROVE 1,GOVERNOR AND LIEUTENANT GOVERNOR,2,5,3,25,1,3,0,0
